"user_id","signup_date","device_type","acquisition_channel","city_tier","age_group"
477,"2024-02-10","iOS","Google Ads","Tier-2","25-34"
478,"2024-04-25","iOS","YouTube","Tier-3","18-24"
479,"2024-04-26","iOS","Google Ads","Tier-2","35-44"
480,"2024-01-30","Android","Instagram","Tier-3","35-44"
481,"2024-06-06","iOS","Organic","Tier-1","35-44"
482,"2024-01-25","Android","Google Ads","Tier-2","35-44"
483,"2024-05-13","Web","Instagram","Tier-3","25-34"
484,"2024-05-13","Android","Organic","Tier-2","18-24"
485,"2024-01-30","Android","Instagram","Tier-1","18-24"
486,"2024-01-31","iOS","Instagram","Tier-3","35-44"
487,"2024-05-07","iOS","Google Ads","Tier-2","18-24"
488,"2024-06-22","iOS","Google Ads","Tier-3","45+"
489,"2024-04-16","Android","Google Ads","Tier-2","25-34"
490,"2024-03-04","Android","Google Ads","Tier-3","35-44"
491,"2024-04-11","Web","Instagram","Tier-2","45+"
492,"2024-04-18","Web","Instagram","Tier-3","25-34"
493,"2024-03-01","iOS","Google Ads","Tier-3","35-44"
494,"2024-04-04","Android","Organic","Tier-2","25-34"
495,"2024-01-11","Web","Instagram","Tier-3","45+"
496,"2024-01-08","Web","Google Ads","Tier-2","35-44"
497,"2024-02-08","Android","Instagram","Tier-2","25-34"
498,"2024-02-19","iOS","Google Ads","Tier-2","18-24"
499,"2024-03-02","Android","YouTube","Tier-3","18-24"
500,"2024-03-26","Android","Instagram","Tier-2","35-44"
501,"2024-01-10","Web","YouTube","Tier-1","35-44"
502,"2024-04-22","Android","Google Ads","Tier-3","18-24"
503,"2024-04-15","Web","Google Ads","Tier-1","35-44"
504,"2024-01-18","Android","Google Ads","Tier-1","45+"
505,"2024-03-25","Android","Organic","Tier-2","45+"
506,"2024-04-24","Web","Google Ads","Tier-1","35-44"
507,"2024-04-10","Android","Instagram","Tier-1","25-34"
508,"2024-04-14","iOS","Instagram","Tier-3","45+"
509,"2024-05-21","iOS","YouTube","Tier-1","18-24"
510,"2024-06-23","Web","Google Ads","Tier-2","18-24"
511,"2024-06-13","Android","Google Ads","Tier-3","45+"
512,"2024-01-25","Web","Google Ads","Tier-2","45+"
513,"2024-04-12","Web","Google Ads","Tier-2","18-24"
514,"2024-01-13","Web","Google Ads","Tier-1","25-34"
515,"2024-03-28","Android","Instagram","Tier-3","25-34"
516,"2024-05-08","Android","Google Ads","Tier-1","45+"
517,"2024-01-04","Web","Google Ads","Tier-3","35-44"
518,"2024-01-15","Android","Google Ads","Tier-2","18-24"
519,"2024-02-02","Web","Google Ads","Tier-3","45+"
520,"2024-05-25","Android","Organic","Tier-1","18-24"
521,"2024-06-14","Android","Instagram","Tier-2","45+"
522,"2024-05-11","iOS","Google Ads","Tier-1","45+"
523,"2024-06-06","Web","Organic","Tier-1","25-34"
524,"2024-05-20","iOS","YouTube","Tier-1","18-24"
525,"2024-06-16","Android","Instagram","Tier-2","18-24"
526,"2024-01-14","Web","Google Ads","Tier-1","18-24"
527,"2024-05-07","Web","Google Ads","Tier-1","45+"
528,"2024-04-28","Web","Instagram","Tier-1","25-34"
529,"2024-03-11","Android","Instagram","Tier-2","18-24"
530,"2024-01-13","Android","Instagram","Tier-3","25-34"
531,"2024-03-27","Web","YouTube","Tier-1","18-24"
532,"2024-02-01","Android","Organic","Tier-3","45+"
533,"2024-02-07","Android","YouTube","Tier-2","25-34"
534,"2024-05-27","iOS","YouTube","Tier-2","35-44"
535,"2024-02-22","Web","Instagram","Tier-2","25-34"
536,"2024-03-10","Android","Instagram","Tier-2","18-24"
537,"2024-03-13","Android","Google Ads","Tier-2","25-34"
538,"2024-04-09","Web","Google Ads","Tier-3","25-34"
539,"2024-05-04","Android","Instagram","Tier-2","25-34"
540,"2024-01-29","Web","Google Ads","Tier-3","35-44"
541,"2024-03-27","Web","Google Ads","Tier-3","18-24"
542,"2024-03-16","Android","Google Ads","Tier-3","25-34"
543,"2024-01-02","Android","Instagram","Tier-2","35-44"
544,"2024-06-22","Android","Google Ads","Tier-2","18-24"
545,"2024-02-20","Web","Organic","Tier-1","18-24"
546,"2024-01-20","iOS","Organic","Tier-3","45+"
547,"2024-01-21","Android","Organic","Tier-2","18-24"
548,"2024-03-27","Web","Instagram","Tier-2","25-34"
549,"2024-04-15","iOS","Google Ads","Tier-1","18-24"
550,"2024-01-17","iOS","Instagram","Tier-3","45+"
551,"2024-02-24","Android","Organic","Tier-3","35-44"
552,"2024-04-17","iOS","Google Ads","Tier-3","18-24"
553,"2024-01-01","iOS","YouTube","Tier-1","18-24"
554,"2024-02-02","Web","Google Ads","Tier-3","18-24"
555,"2024-03-13","iOS","Instagram","Tier-3","35-44"
556,"2024-01-19","Web","YouTube","Tier-3","25-34"
557,"2024-05-04","Web","Instagram","Tier-2","18-24"
558,"2024-05-28","iOS","YouTube","Tier-2","35-44"
559,"2024-05-30","Android","Organic","Tier-2","45+"
560,"2024-01-20","Android","Instagram","Tier-3","45+"
561,"2024-03-21","Web","Organic","Tier-2","35-44"
562,"2024-02-08","Android","Organic","Tier-1","18-24"
563,"2024-01-20","Android","Google Ads","Tier-2","45+"
564,"2024-03-09","Web","Google Ads","Tier-1","35-44"
565,"2024-04-24","Web","Google Ads","Tier-2","18-24"
566,"2024-02-29","Web","Google Ads","Tier-3","18-24"
567,"2024-02-06","Android","Google Ads","Tier-2","45+"
568,"2024-04-19","Android","Organic","Tier-3","18-24"
569,"2024-03-10","Web","Google Ads","Tier-3","45+"
570,"2024-06-09","iOS","Organic","Tier-1","18-24"
571,"2024-04-30","iOS","Google Ads","Tier-3","18-24"
572,"2024-02-06","iOS","Google Ads","Tier-3","25-34"
573,"2024-03-24","Android","Google Ads","Tier-2","18-24"
574,"2024-02-25","iOS","Google Ads","Tier-1","25-34"
575,"2024-04-08","Android","YouTube","Tier-3","45+"
576,"2024-03-05","Web","Google Ads","Tier-3","25-34"
577,"2024-05-22","Android","Instagram","Tier-1","25-34"
578,"2024-05-06","iOS","Organic","Tier-3","18-24"
579,"2024-04-02","iOS","Google Ads","Tier-1","25-34"
580,"2024-06-17","iOS","YouTube","Tier-1","18-24"
581,"2024-03-07","Web","Google Ads","Tier-3","18-24"
582,"2024-04-17","iOS","Instagram","Tier-3","18-24"
583,"2024-03-23","Web","Organic","Tier-2","18-24"
584,"2024-04-27","Android","Google Ads","Tier-2","35-44"
585,"2024-01-23","Web","Organic","Tier-2","25-34"
586,"2024-03-26","iOS","Instagram","Tier-2","25-34"
587,"2024-02-13","Android","Google Ads","Tier-1","25-34"
588,"2024-05-16","Android","YouTube","Tier-3","18-24"
589,"2024-05-15","iOS","Instagram","Tier-2","25-34"
590,"2024-05-11","Android","YouTube","Tier-2","18-24"
591,"2024-06-10","Android","YouTube","Tier-3","25-34"
592,"2024-05-16","Web","YouTube","Tier-1","18-24"
593,"2024-01-01","iOS","Google Ads","Tier-3","45+"
594,"2024-02-21","Android","Organic","Tier-3","18-24"
595,"2024-01-05","Android","Organic","Tier-2","25-34"
596,"2024-01-07","Web","Instagram","Tier-2","18-24"
597,"2024-05-09","Android","Instagram","Tier-3","18-24"
598,"2024-03-10","Android","Instagram","Tier-3","18-24"
599,"2024-01-03","Android","Organic","Tier-3","45+"
600,"2024-02-02","Android","YouTube","Tier-1","35-44"
601,"2024-01-01","iOS","Instagram","Tier-1","25-34"
602,"2024-05-24","Web","Instagram","Tier-2","18-24"
603,"2024-01-13","Android","Instagram","Tier-2","18-24"
604,"2024-01-27","Web","Instagram","Tier-3","18-24"
605,"2024-01-07","iOS","Instagram","Tier-1","25-34"
606,"2024-05-24","Web","Instagram","Tier-2","18-24"
607,"2024-02-04","Android","YouTube","Tier-1","18-24"
608,"2024-02-13","iOS","Google Ads","Tier-2","18-24"
609,"2024-06-04","Android","Google Ads","Tier-2","18-24"
610,"2024-02-19","Android","Organic","Tier-2","18-24"
611,"2024-04-15","iOS","YouTube","Tier-3","45+"
612,"2024-02-03","Web","Organic","Tier-2","25-34"
613,"2024-04-12","iOS","Google Ads","Tier-1","35-44"
614,"2024-02-23","Web","Google Ads","Tier-2","25-34"
615,"2024-04-29","Web","Google Ads","Tier-3","45+"
616,"2024-06-09","Android","Organic","Tier-1","45+"
617,"2024-06-18","iOS","Organic","Tier-1","25-34"
618,"2024-03-09","iOS","YouTube","Tier-3","25-34"
619,"2024-01-01","iOS","YouTube","Tier-2","18-24"
620,"2024-02-08","Android","Google Ads","Tier-2","45+"
621,"2024-03-22","Android","Google Ads","Tier-2","25-34"
622,"2024-06-19","Web","YouTube","Tier-1","18-24"
623,"2024-03-20","iOS","Google Ads","Tier-2","35-44"
624,"2024-02-12","Android","YouTube","Tier-2","35-44"
625,"2024-05-27","Web","Instagram","Tier-2","35-44"
626,"2024-06-05","Android","Organic","Tier-2","35-44"
627,"2024-03-30","Android","Organic","Tier-3","45+"
628,"2024-01-14","iOS","Instagram","Tier-2","25-34"
629,"2024-03-01","Web","Organic","Tier-2","45+"
630,"2024-04-26","Android","YouTube","Tier-2","45+"
631,"2024-01-20","iOS","Organic","Tier-2","35-44"
632,"2024-06-29","iOS","Google Ads","Tier-1","45+"
633,"2024-06-27","Android","Instagram","Tier-3","18-24"
634,"2024-01-05","iOS","Instagram","Tier-2","18-24"
635,"2024-04-22","iOS","Organic","Tier-1","18-24"
636,"2024-02-25","iOS","Instagram","Tier-2","25-34"
637,"2024-06-01","iOS","Google Ads","Tier-3","45+"
638,"2024-03-16","Android","YouTube","Tier-1","25-34"
639,"2024-03-02","iOS","Instagram","Tier-3","35-44"
640,"2024-05-12","iOS","Instagram","Tier-3","35-44"
641,"2024-04-14","Android","Instagram","Tier-1","45+"
642,"2024-04-27","iOS","Instagram","Tier-2","25-34"
643,"2024-02-23","Android","Instagram","Tier-3","25-34"
644,"2024-04-14","Web","Instagram","Tier-1","45+"
645,"2024-01-23","Android","YouTube","Tier-1","45+"
646,"2024-06-21","iOS","Instagram","Tier-3","25-34"
647,"2024-01-25","iOS","Instagram","Tier-3","18-24"
648,"2024-02-17","Android","Google Ads","Tier-3","18-24"
649,"2024-06-04","iOS","YouTube","Tier-1","25-34"
650,"2024-03-16","iOS","Instagram","Tier-1","35-44"
651,"2024-03-29","Android","Organic","Tier-3","25-34"
652,"2024-03-29","Web","Google Ads","Tier-1","35-44"
653,"2024-01-27","iOS","Organic","Tier-1","45+"
654,"2024-01-19","Android","Instagram","Tier-1","45+"
655,"2024-05-06","Web","YouTube","Tier-3","25-34"
656,"2024-02-23","Web","YouTube","Tier-3","25-34"
657,"2024-01-25","Web","Google Ads","Tier-2","18-24"
658,"2024-01-17","Android","Instagram","Tier-2","35-44"
659,"2024-01-09","Android","Organic","Tier-1","18-24"
660,"2024-05-12","Web","Organic","Tier-3","25-34"
661,"2024-05-25","iOS","Organic","Tier-3","35-44"
662,"2024-04-08","Web","Organic","Tier-1","18-24"
663,"2024-01-04","Web","Google Ads","Tier-1","35-44"
664,"2024-02-02","iOS","Instagram","Tier-1","18-24"
665,"2024-06-02","Android","Google Ads","Tier-3","45+"
666,"2024-06-11","iOS","Google Ads","Tier-1","35-44"
667,"2024-01-02","iOS","YouTube","Tier-3","35-44"
668,"2024-03-03","Android","Google Ads","Tier-3","25-34"
669,"2024-01-22","iOS","Instagram","Tier-3","25-34"
670,"2024-03-07","Web","YouTube","Tier-3","35-44"
671,"2024-02-25","iOS","YouTube","Tier-1","45+"
672,"2024-05-25","Android","Instagram","Tier-2","25-34"
673,"2024-04-29","Android","Instagram","Tier-2","35-44"
674,"2024-06-08","Android","Google Ads","Tier-1","25-34"
675,"2024-03-04","iOS","Instagram","Tier-1","18-24"
676,"2024-02-19","iOS","YouTube","Tier-2","18-24"
677,"2024-06-02","Web","Google Ads","Tier-2","35-44"
678,"2024-03-31","Android","YouTube","Tier-2","18-24"
679,"2024-04-26","iOS","Organic","Tier-2","18-24"
680,"2024-06-03","iOS","YouTube","Tier-3","45+"
681,"2024-01-21","Web","Google Ads","Tier-3","45+"
682,"2024-06-13","iOS","Instagram","Tier-2","25-34"
683,"2024-01-24","Android","Organic","Tier-3","35-44"
684,"2024-06-16","iOS","Organic","Tier-1","25-34"
685,"2024-02-19","iOS","Instagram","Tier-2","18-24"
686,"2024-04-24","iOS","Instagram","Tier-2","35-44"
687,"2024-03-21","Web","Instagram","Tier-3","25-34"
688,"2024-01-21","Web","Organic","Tier-1","35-44"
689,"2024-01-12","iOS","YouTube","Tier-2","35-44"
690,"2024-01-29","Android","Google Ads","Tier-3","45+"
691,"2024-02-28","Android","Organic","Tier-2","25-34"
692,"2024-02-11","Android","Instagram","Tier-1","25-34"
693,"2024-04-05","iOS","Organic","Tier-1","45+"
694,"2024-02-12","Web","Google Ads","Tier-3","18-24"
695,"2024-04-11","iOS","Google Ads","Tier-2","35-44"
696,"2024-06-21","Web","Instagram","Tier-2","18-24"
697,"2024-02-22","Android","YouTube","Tier-3","35-44"
698,"2024-02-04","Android","Instagram","Tier-2","25-34"
699,"2024-03-20","iOS","Organic","Tier-2","35-44"
700,"2024-04-11","Web","Instagram","Tier-2","25-34"
701,"2024-01-02","Android","YouTube","Tier-2","45+"
702,"2024-01-01","iOS","YouTube","Tier-2","45+"
703,"2024-03-22","iOS","Instagram","Tier-2","45+"
704,"2024-02-14","Web","Instagram","Tier-1","35-44"
705,"2024-04-28","Web","Google Ads","Tier-1","18-24"
706,"2024-06-21","Android","YouTube","Tier-1","18-24"
707,"2024-05-01","Web","Instagram","Tier-1","25-34"
708,"2024-02-18","Android","YouTube","Tier-2","35-44"
709,"2024-04-08","Web","Organic","Tier-2","25-34"
710,"2024-02-14","Android","Instagram","Tier-3","25-34"
711,"2024-06-08","Web","Google Ads","Tier-3","35-44"
712,"2024-05-30","Android","Instagram","Tier-3","18-24"
713,"2024-01-24","iOS","Instagram","Tier-3","45+"
714,"2024-03-22","Android","Organic","Tier-1","45+"
715,"2024-06-09","Android","Instagram","Tier-1","18-24"
716,"2024-03-03","Web","Instagram","Tier-2","25-34"
717,"2024-04-18","Android","Google Ads","Tier-1","35-44"
718,"2024-01-05","iOS","YouTube","Tier-1","18-24"
719,"2024-05-21","Android","Google Ads","Tier-2","45+"
720,"2024-06-13","iOS","Google Ads","Tier-3","45+"
721,"2024-01-07","Web","Google Ads","Tier-2","25-34"
722,"2024-02-23","iOS","Instagram","Tier-2","18-24"
723,"2024-01-13","Android","Google Ads","Tier-2","25-34"
724,"2024-03-07","Android","Instagram","Tier-2","35-44"
725,"2024-04-20","iOS","YouTube","Tier-1","25-34"
726,"2024-04-02","iOS","Instagram","Tier-1","18-24"
727,"2024-02-12","iOS","Instagram","Tier-3","18-24"
728,"2024-02-10","iOS","Google Ads","Tier-1","25-34"
729,"2024-05-06","Web","Organic","Tier-1","45+"
730,"2024-05-07","Web","Instagram","Tier-3","18-24"
731,"2024-06-19","iOS","Google Ads","Tier-3","35-44"
732,"2024-03-19","iOS","YouTube","Tier-1","45+"
733,"2024-04-04","iOS","Google Ads","Tier-2","25-34"
734,"2024-03-18","Web","Google Ads","Tier-2","45+"
735,"2024-01-11","iOS","Instagram","Tier-1","25-34"
736,"2024-01-04","iOS","Instagram","Tier-2","35-44"
737,"2024-01-09","Web","YouTube","Tier-3","18-24"
738,"2024-06-19","iOS","Google Ads","Tier-1","35-44"
739,"2024-02-20","Web","YouTube","Tier-2","25-34"
740,"2024-05-04","Android","Instagram","Tier-1","18-24"
741,"2024-06-05","iOS","Google Ads","Tier-2","18-24"
742,"2024-05-27","Android","YouTube","Tier-2","18-24"
743,"2024-01-20","Android","Organic","Tier-2","35-44"
744,"2024-02-23","iOS","Google Ads","Tier-2","18-24"
745,"2024-03-18","Web","Google Ads","Tier-2","18-24"
746,"2024-05-01","iOS","Instagram","Tier-3","18-24"
747,"2024-03-21","Android","Google Ads","Tier-3","35-44"
748,"2024-02-04","Web","Google Ads","Tier-1","25-34"
749,"2024-01-06","Android","Instagram","Tier-1","45+"
750,"2024-03-20","iOS","Instagram","Tier-1","35-44"
751,"2024-05-22","Android","Organic","Tier-3","45+"
752,"2024-05-28","Web","YouTube","Tier-3","25-34"
753,"2024-06-13","iOS","YouTube","Tier-1","25-34"
754,"2024-01-23","iOS","YouTube","Tier-2","35-44"
755,"2024-06-10","Android","Google Ads","Tier-3","18-24"
756,"2024-04-03","Android","Instagram","Tier-3","35-44"
757,"2024-01-06","iOS","Instagram","Tier-1","18-24"
758,"2024-05-19","iOS","Google Ads","Tier-3","25-34"
759,"2024-01-26","iOS","Instagram","Tier-3","25-34"
760,"2024-06-28","iOS","YouTube","Tier-3","35-44"
761,"2024-04-06","iOS","YouTube","Tier-2","45+"
762,"2024-06-09","Android","Google Ads","Tier-2","25-34"
763,"2024-05-01","iOS","Google Ads","Tier-3","25-34"
764,"2024-04-17","Web","YouTube","Tier-3","35-44"
765,"2024-04-07","Android","Organic","Tier-1","25-34"
766,"2024-04-01","Android","Organic","Tier-1","18-24"
767,"2024-04-10","Web","Organic","Tier-1","35-44"
768,"2024-03-05","Android","Google Ads","Tier-1","35-44"
769,"2024-06-15","Web","Organic","Tier-2","25-34"
770,"2024-02-13","Android","Google Ads","Tier-1","45+"
771,"2024-04-13","Web","Google Ads","Tier-3","45+"
772,"2024-06-13","Android","YouTube","Tier-3","25-34"
773,"2024-05-13","iOS","Google Ads","Tier-3","25-34"
774,"2024-04-11","iOS","YouTube","Tier-2","25-34"
775,"2024-04-08","Web","Google Ads","Tier-2","35-44"
776,"2024-06-05","iOS","YouTube","Tier-2","35-44"
777,"2024-01-23","iOS","Organic","Tier-3","18-24"
778,"2024-03-19","Web","Instagram","Tier-3","25-34"
779,"2024-06-19","Android","Organic","Tier-3","35-44"
780,"2024-02-03","Web","YouTube","Tier-1","35-44"
781,"2024-02-19","Web","Google Ads","Tier-2","25-34"
782,"2024-02-07","iOS","Google Ads","Tier-3","45+"
783,"2024-03-23","Android","Google Ads","Tier-2","25-34"
784,"2024-01-04","Android","YouTube","Tier-3","25-34"
785,"2024-03-30","Android","Google Ads","Tier-1","25-34"
786,"2024-03-31","iOS","YouTube","Tier-2","35-44"
787,"2024-01-07","Android","Organic","Tier-2","25-34"
788,"2024-01-14","Web","Google Ads","Tier-1","25-34"
789,"2024-06-12","Web","Instagram","Tier-3","25-34"
790,"2024-04-19","Web","Google Ads","Tier-1","35-44"
791,"2024-06-12","iOS","Organic","Tier-3","18-24"
792,"2024-05-31","Android","Organic","Tier-1","45+"
793,"2024-06-10","iOS","Google Ads","Tier-3","35-44"
794,"2024-02-03","Android","YouTube","Tier-3","45+"
795,"2024-03-18","iOS","Google Ads","Tier-2","25-34"
796,"2024-02-18","Android","Organic","Tier-2","18-24"
797,"2024-06-07","Android","Organic","Tier-1","25-34"
798,"2024-01-03","iOS","Instagram","Tier-3","35-44"
799,"2024-02-29","Android","Google Ads","Tier-3","35-44"
800,"2024-05-24","Android","Organic","Tier-3","45+"
801,"2024-04-16","iOS","YouTube","Tier-2","25-34"
802,"2024-04-30","Android","Google Ads","Tier-1","25-34"
803,"2024-02-23","Android","Instagram","Tier-2","35-44"
804,"2024-02-27","Android","Organic","Tier-2","18-24"
805,"2024-06-01","Web","YouTube","Tier-3","18-24"
806,"2024-05-02","Web","YouTube","Tier-1","18-24"
807,"2024-04-23","iOS","YouTube","Tier-2","25-34"
808,"2024-04-27","iOS","Google Ads","Tier-2","18-24"
809,"2024-04-11","iOS","YouTube","Tier-3","25-34"
810,"2024-06-02","Android","Instagram","Tier-3","18-24"
811,"2024-01-06","iOS","Organic","Tier-3","18-24"
812,"2024-01-03","Android","Instagram","Tier-3","18-24"
813,"2024-02-13","Android","Organic","Tier-2","18-24"
814,"2024-02-01","Android","Organic","Tier-2","18-24"
815,"2024-01-15","Android","Google Ads","Tier-1","25-34"
816,"2024-03-08","Web","Instagram","Tier-1","25-34"
817,"2024-06-16","iOS","Instagram","Tier-2","18-24"
818,"2024-01-15","iOS","YouTube","Tier-1","18-24"
819,"2024-03-09","iOS","Instagram","Tier-3","35-44"
820,"2024-04-02","iOS","Google Ads","Tier-1","25-34"
821,"2024-04-06","Web","YouTube","Tier-1","25-34"
822,"2024-02-13","iOS","Organic","Tier-1","45+"
823,"2024-02-15","Android","Google Ads","Tier-3","35-44"
824,"2024-03-30","Web","Organic","Tier-3","35-44"
825,"2024-03-19","Android","Google Ads","Tier-2","18-24"
826,"2024-05-08","Web","Instagram","Tier-3","35-44"
827,"2024-04-13","Android","Organic","Tier-1","25-34"
828,"2024-06-17","Android","Google Ads","Tier-2","35-44"
829,"2024-04-09","iOS","Instagram","Tier-3","45+"
830,"2024-06-24","Android","Google Ads","Tier-1","18-24"
831,"2024-06-06","Android","Google Ads","Tier-1","35-44"
832,"2024-04-23","Android","Instagram","Tier-3","18-24"
833,"2024-02-06","iOS","Organic","Tier-2","45+"
834,"2024-01-13","Android","Instagram","Tier-1","18-24"
835,"2024-04-06","Android","Organic","Tier-1","18-24"
836,"2024-03-15","Android","Organic","Tier-1","35-44"
837,"2024-05-16","Web","Google Ads","Tier-2","35-44"
838,"2024-04-27","Web","Google Ads","Tier-1","35-44"
839,"2024-01-31","Web","Google Ads","Tier-1","18-24"
840,"2024-01-12","Android","Instagram","Tier-3","45+"
841,"2024-05-06","iOS","Organic","Tier-3","25-34"
842,"2024-01-21","Android","YouTube","Tier-1","18-24"
843,"2024-04-18","iOS","Google Ads","Tier-2","25-34"
844,"2024-05-10","Android","YouTube","Tier-3","45+"
845,"2024-06-12","Web","Instagram","Tier-1","35-44"
846,"2024-06-15","iOS","YouTube","Tier-2","45+"
847,"2024-05-22","Android","YouTube","Tier-3","45+"
848,"2024-04-06","iOS","Organic","Tier-1","35-44"
849,"2024-05-23","Android","YouTube","Tier-2","25-34"
850,"2024-02-17","iOS","Instagram","Tier-3","35-44"
851,"2024-01-16","Android","Organic","Tier-1","45+"
852,"2024-03-11","iOS","YouTube","Tier-1","35-44"
853,"2024-01-29","Android","YouTube","Tier-3","18-24"
854,"2024-01-15","Android","Instagram","Tier-1","18-24"
855,"2024-06-17","Android","Organic","Tier-1","25-34"
856,"2024-01-15","Android","Google Ads","Tier-2","25-34"
857,"2024-05-06","Android","YouTube","Tier-2","25-34"
858,"2024-04-12","iOS","Google Ads","Tier-1","18-24"
859,"2024-05-17","Android","Google Ads","Tier-1","18-24"
860,"2024-06-07","iOS","Google Ads","Tier-1","35-44"
861,"2024-04-03","Android","Instagram","Tier-2","35-44"
862,"2024-01-04","iOS","Google Ads","Tier-2","45+"
863,"2024-01-31","iOS","Google Ads","Tier-3","25-34"
864,"2024-06-28","Web","Organic","Tier-1","35-44"
865,"2024-06-12","Web","Organic","Tier-2","35-44"
866,"2024-03-05","iOS","Google Ads","Tier-3","35-44"
867,"2024-05-04","iOS","YouTube","Tier-3","25-34"
868,"2024-04-20","iOS","YouTube","Tier-2","45+"
869,"2024-05-09","Android","Organic","Tier-3","25-34"
870,"2024-01-05","Android","YouTube","Tier-2","25-34"
871,"2024-01-08","Android","Instagram","Tier-2","35-44"
872,"2024-06-03","Web","YouTube","Tier-1","25-34"
873,"2024-05-01","Android","YouTube","Tier-2","25-34"
874,"2024-03-25","iOS","Instagram","Tier-1","18-24"
875,"2024-04-26","iOS","YouTube","Tier-2","35-44"
876,"2024-05-07","Android","Instagram","Tier-3","45+"
877,"2024-02-18","iOS","YouTube","Tier-2","18-24"
878,"2024-05-06","iOS","Organic","Tier-3","18-24"
879,"2024-05-26","Android","YouTube","Tier-1","18-24"
880,"2024-05-14","Web","YouTube","Tier-1","18-24"
881,"2024-01-07","Android","YouTube","Tier-2","45+"
882,"2024-03-10","iOS","YouTube","Tier-1","18-24"
883,"2024-05-02","Android","Google Ads","Tier-2","45+"
884,"2024-03-06","iOS","Google Ads","Tier-2","18-24"
885,"2024-06-23","iOS","YouTube","Tier-2","45+"
886,"2024-06-09","Web","YouTube","Tier-2","25-34"
887,"2024-04-29","Web","Organic","Tier-2","45+"
888,"2024-05-31","Web","YouTube","Tier-1","45+"
889,"2024-05-08","iOS","Google Ads","Tier-2","45+"
890,"2024-02-02","Android","Organic","Tier-2","18-24"
891,"2024-01-25","Android","Google Ads","Tier-1","45+"
892,"2024-04-23","Web","Instagram","Tier-3","35-44"
893,"2024-03-09","Android","YouTube","Tier-3","45+"
894,"2024-02-14","Web","Instagram","Tier-2","35-44"
895,"2024-06-29","Web","YouTube","Tier-1","35-44"
896,"2024-05-15","Android","Instagram","Tier-3","35-44"
897,"2024-05-12","iOS","Instagram","Tier-3","18-24"
898,"2024-06-17","iOS","Google Ads","Tier-3","35-44"
899,"2024-03-19","iOS","YouTube","Tier-3","25-34"
900,"2024-03-03","iOS","YouTube","Tier-2","25-34"
901,"2024-04-28","iOS","Instagram","Tier-3","35-44"
902,"2024-04-24","Web","Instagram","Tier-1","25-34"
903,"2024-04-23","iOS","Instagram","Tier-2","45+"
904,"2024-05-31","Android","Google Ads","Tier-2","45+"
905,"2024-01-24","Android","YouTube","Tier-1","18-24"
906,"2024-02-05","iOS","Instagram","Tier-1","25-34"
907,"2024-02-02","iOS","Organic","Tier-1","25-34"
908,"2024-01-15","Android","YouTube","Tier-1","35-44"
909,"2024-06-14","Android","Google Ads","Tier-1","25-34"
910,"2024-06-02","Web","Google Ads","Tier-1","18-24"
911,"2024-06-04","Android","YouTube","Tier-2","18-24"
912,"2024-04-23","iOS","YouTube","Tier-1","18-24"
913,"2024-03-15","Web","Instagram","Tier-1","35-44"
914,"2024-01-10","Android","Google Ads","Tier-3","18-24"
915,"2024-03-03","iOS","Google Ads","Tier-1","25-34"
916,"2024-05-12","Android","Instagram","Tier-2","45+"
917,"2024-03-14","iOS","Google Ads","Tier-1","35-44"
918,"2024-06-29","Web","Google Ads","Tier-2","25-34"
919,"2024-04-25","iOS","YouTube","Tier-2","25-34"
920,"2024-04-29","Web","YouTube","Tier-2","25-34"
921,"2024-01-11","Web","Instagram","Tier-2","45+"
922,"2024-04-22","Web","Google Ads","Tier-3","25-34"
923,"2024-03-26","iOS","Google Ads","Tier-2","45+"
924,"2024-04-03","Web","YouTube","Tier-3","25-34"
925,"2024-02-04","iOS","YouTube","Tier-2","35-44"
926,"2024-04-10","Android","Google Ads","Tier-1","18-24"
927,"2024-06-13","Android","Instagram","Tier-3","45+"
928,"2024-04-25","Web","Google Ads","Tier-1","45+"
929,"2024-06-24","iOS","Instagram","Tier-3","18-24"
930,"2024-03-09","Android","Google Ads","Tier-3","25-34"
931,"2024-06-23","Web","YouTube","Tier-3","25-34"
932,"2024-04-15","Android","Google Ads","Tier-2","18-24"
933,"2024-02-15","Android","YouTube","Tier-2","25-34"
934,"2024-05-15","Web","Google Ads","Tier-1","45+"
935,"2024-02-08","Android","Google Ads","Tier-1","18-24"
936,"2024-06-18","Web","Instagram","Tier-3","25-34"
937,"2024-05-02","Android","YouTube","Tier-2","45+"
938,"2024-06-19","Web","Instagram","Tier-2","45+"
939,"2024-05-28","Android","Google Ads","Tier-3","45+"
940,"2024-01-06","iOS","Google Ads","Tier-1","18-24"
941,"2024-01-14","iOS","Organic","Tier-2","18-24"
942,"2024-02-08","iOS","Instagram","Tier-1","25-34"
943,"2024-05-13","Android","Organic","Tier-3","45+"
944,"2024-05-18","Android","Google Ads","Tier-1","25-34"
945,"2024-03-01","Web","YouTube","Tier-1","45+"
946,"2024-01-02","Android","Organic","Tier-3","25-34"
947,"2024-06-26","iOS","Organic","Tier-2","35-44"
948,"2024-02-24","Web","Organic","Tier-1","25-34"
949,"2024-01-23","Web","Organic","Tier-1","45+"
950,"2024-03-01","Android","YouTube","Tier-1","35-44"
951,"2024-02-25","iOS","Organic","Tier-3","18-24"
952,"2024-02-11","Android","Organic","Tier-2","25-34"
953,"2024-04-11","Web","YouTube","Tier-2","45+"
