"subscription_id","user_id","plan_type","start_date","end_date","cancellation_reason","churn_flag"
460,263,"Monthly_499","2024-01-13","2024-04-04","Found Better App",1
461,988,"Monthly_499","2024-02-10","2024-04-20","Not Using App",1
462,320,"Monthly_499","2024-04-01","2024-06-20","Found Better App",1
463,2481,"Quarterly_1299","2024-03-24","","",0
464,929,"Monthly_499","2024-02-18","2024-03-09","Found Better App",1
465,2529,"Quarterly_1299","2024-04-29","","",0
466,957,"Monthly_499","2024-05-23","","",0
467,434,"Quarterly_1299","2024-05-30","2024-08-01","Not Using App",1
468,523,"Monthly_499","2024-03-05","2024-03-28","Too Expensive",1
469,71,"Annual_3999","2024-02-04","","",0
470,2474,"Monthly_499","2024-03-15","","",0
471,2714,"Quarterly_1299","2024-02-25","2024-04-10","Not Using App",1
472,18,"Monthly_499","2024-01-06","2024-02-27","Found Better App",1
473,2466,"Annual_3999","2024-03-24","","",0
474,2545,"Monthly_499","2024-04-17","2024-05-23","Not Using App",1
475,1866,"Quarterly_1299","2024-06-17","2024-07-19","Hard to Cancel",1
476,669,"Quarterly_1299","2024-01-15","2024-01-31","Hard to Cancel",1
477,2370,"Monthly_499","2024-06-18","","",0
478,2561,"Monthly_499","2024-06-28","","",0
479,2368,"Monthly_499","2024-06-23","2024-08-16","Too Expensive",1
480,1703,"Quarterly_1299","2024-06-09","","",0
481,2223,"Monthly_499","2024-05-15","2024-06-04","Too Expensive",1
482,2882,"Monthly_499","2024-05-20","","",0
483,1793,"Monthly_499","2024-05-25","","",0
484,401,"Monthly_499","2024-03-06","","",0
485,1222,"Monthly_499","2024-02-19","","",0
486,2564,"Monthly_499","2024-05-10","2024-05-29","Hard to Cancel",1
487,2714,"Monthly_499","2024-01-30","2024-04-08","Not Using App",1
488,923,"Monthly_499","2024-03-14","2024-04-24","Found Better App",1
489,1354,"Monthly_499","2024-03-27","","",0
490,1785,"Annual_3999","2024-05-16","","",0
491,1435,"Monthly_499","2024-02-27","","",0
492,2602,"Annual_3999","2024-05-09","","",0
493,2264,"Monthly_499","2024-04-11","2024-06-01","Too Expensive",1
494,133,"Monthly_499","2024-04-28","","",0
495,547,"Monthly_499","2024-05-17","","",0
496,2803,"Monthly_499","2024-06-07","2024-08-12","Too Expensive",1
497,329,"Quarterly_1299","2024-04-21","","",0
498,433,"Monthly_499","2024-01-18","","",0
499,1627,"Annual_3999","2024-06-13","","",0
500,1052,"Monthly_499","2024-02-26","","",0
501,1024,"Annual_3999","2024-01-01","","",0
502,2002,"Quarterly_1299","2024-04-11","2024-05-02","Not Using App",1
503,1768,"Annual_3999","2024-04-06","","",0
504,1678,"Quarterly_1299","2024-02-17","","",0
505,255,"Annual_3999","2024-02-10","","",0
506,2243,"Monthly_499","2024-05-11","","",0
507,1553,"Monthly_499","2024-03-11","","",0
508,2769,"Annual_3999","2024-01-26","2024-03-25","Too Expensive",1
509,955,"Monthly_499","2024-06-08","","",0
510,2251,"Monthly_499","2024-06-09","2024-08-03","Hard to Cancel",1
511,887,"Monthly_499","2024-06-06","","",0
512,605,"Quarterly_1299","2024-06-02","2024-06-22","Found Better App",1
513,2844,"Quarterly_1299","2024-01-23","","",0
514,608,"Annual_3999","2024-03-30","","",0
515,2041,"Monthly_499","2024-05-30","2024-08-21","Hard to Cancel",1
516,1670,"Monthly_499","2024-03-11","2024-03-29","Hard to Cancel",1
517,2094,"Monthly_499","2024-03-26","","",0
518,1669,"Monthly_499","2024-02-04","","",0
519,632,"Monthly_499","2024-04-24","","",0
520,573,"Annual_3999","2024-05-03","2024-06-17","Too Expensive",1
521,2035,"Annual_3999","2024-04-17","","",0
522,2199,"Monthly_499","2024-06-18","2024-08-01","Hard to Cancel",1
523,2542,"Monthly_499","2024-06-22","","",0
524,300,"Quarterly_1299","2024-03-11","2024-05-09","Not Using App",1
525,2821,"Monthly_499","2024-03-15","","",0
526,408,"Monthly_499","2024-05-17","2024-06-26","Not Using App",1
527,2272,"Annual_3999","2024-03-19","2024-04-23","Found Better App",1
528,2487,"Annual_3999","2024-02-21","","",0
529,887,"Monthly_499","2024-01-04","","",0
530,506,"Monthly_499","2024-06-26","","",0
531,2497,"Monthly_499","2024-01-30","2024-04-08","Too Expensive",1
532,378,"Quarterly_1299","2024-05-28","2024-07-25","Too Expensive",1
533,196,"Quarterly_1299","2024-04-16","2024-06-24","Not Using App",1
534,985,"Monthly_499","2024-04-01","2024-05-22","Found Better App",1
535,2790,"Annual_3999","2024-06-21","2024-07-21","Hard to Cancel",1
536,464,"Monthly_499","2024-02-07","2024-04-03","Hard to Cancel",1
537,2741,"Monthly_499","2024-01-31","","",0
538,1626,"Monthly_499","2024-05-27","","",0
539,2561,"Monthly_499","2024-05-11","2024-08-01","Found Better App",1
540,1677,"Monthly_499","2024-02-09","2024-04-30","Too Expensive",1
541,552,"Monthly_499","2024-03-14","2024-04-19","Too Expensive",1
542,2889,"Monthly_499","2024-02-14","2024-02-24","Hard to Cancel",1
543,10,"Annual_3999","2024-06-29","","",0
544,1835,"Quarterly_1299","2024-02-28","","",0
545,1557,"Quarterly_1299","2024-04-29","","",0
546,1324,"Quarterly_1299","2024-01-01","","",0
547,984,"Annual_3999","2024-02-03","2024-04-10","Too Expensive",1
548,985,"Quarterly_1299","2024-05-15","","",0
549,823,"Monthly_499","2024-06-04","","",0
550,1410,"Quarterly_1299","2024-01-04","2024-03-28","Too Expensive",1
551,1224,"Monthly_499","2024-05-10","","",0
552,2341,"Monthly_499","2024-04-05","","",0
553,1610,"Monthly_499","2024-01-07","","",0
554,2645,"Quarterly_1299","2024-02-17","","",0
555,2660,"Quarterly_1299","2024-05-04","","",0
556,2010,"Quarterly_1299","2024-06-22","2024-09-11","Hard to Cancel",1
557,2712,"Monthly_499","2024-04-12","","",0
558,1191,"Monthly_499","2024-01-20","","",0
559,2703,"Monthly_499","2024-03-04","2024-05-22","Not Using App",1
560,388,"Monthly_499","2024-03-12","","",0
561,485,"Quarterly_1299","2024-03-20","2024-06-16","Hard to Cancel",1
562,577,"Annual_3999","2024-02-22","2024-04-27","Hard to Cancel",1
563,1257,"Quarterly_1299","2024-05-23","2024-07-26","Found Better App",1
564,1875,"Quarterly_1299","2024-02-27","","",0
565,2986,"Monthly_499","2024-01-16","2024-03-22","Too Expensive",1
566,697,"Monthly_499","2024-05-17","2024-07-26","Hard to Cancel",1
567,1684,"Quarterly_1299","2024-02-24","2024-04-18","Too Expensive",1
568,297,"Annual_3999","2024-01-08","","",0
569,1156,"Monthly_499","2024-04-29","","",0
570,427,"Monthly_499","2024-04-14","2024-06-03","Not Using App",1
571,1609,"Monthly_499","2024-02-13","2024-03-27","Too Expensive",1
572,2149,"Quarterly_1299","2024-03-11","","",0
573,2213,"Quarterly_1299","2024-02-07","","",0
574,2756,"Monthly_499","2024-01-31","","",0
575,968,"Monthly_499","2024-06-06","2024-07-01","Hard to Cancel",1
576,686,"Quarterly_1299","2024-04-30","2024-05-24","Hard to Cancel",1
577,1667,"Annual_3999","2024-01-23","","",0
578,1030,"Quarterly_1299","2024-03-08","2024-05-18","Not Using App",1
579,313,"Monthly_499","2024-03-26","","",0
580,292,"Monthly_499","2024-06-17","2024-09-10","Too Expensive",1
581,1953,"Annual_3999","2024-01-31","","",0
582,693,"Monthly_499","2024-02-05","","",0
583,1421,"Monthly_499","2024-05-16","","",0
584,1956,"Monthly_499","2024-04-20","","",0
585,654,"Monthly_499","2024-06-22","","",0
586,2806,"Monthly_499","2024-01-08","","",0
587,460,"Monthly_499","2024-01-29","2024-04-11","Not Using App",1
588,802,"Annual_3999","2024-05-13","2024-06-14","Not Using App",1
589,1202,"Monthly_499","2024-03-24","2024-04-26","Hard to Cancel",1
590,2149,"Annual_3999","2024-02-09","2024-04-05","Not Using App",1
591,1453,"Annual_3999","2024-03-28","2024-04-24","Not Using App",1
592,930,"Annual_3999","2024-02-01","2024-02-19","Found Better App",1
593,1806,"Monthly_499","2024-01-10","2024-01-29","Too Expensive",1
594,811,"Monthly_499","2024-03-07","2024-04-08","Hard to Cancel",1
595,2675,"Monthly_499","2024-01-05","2024-03-13","Found Better App",1
596,1945,"Quarterly_1299","2024-03-03","","",0
597,2936,"Monthly_499","2024-02-24","","",0
598,565,"Monthly_499","2024-06-27","","",0
599,771,"Monthly_499","2024-05-01","","",0
600,2610,"Monthly_499","2024-04-12","","",0
601,1744,"Annual_3999","2024-04-07","2024-06-27","Hard to Cancel",1
602,1384,"Quarterly_1299","2024-02-08","","",0
603,2770,"Monthly_499","2024-02-10","2024-03-10","Hard to Cancel",1
604,1922,"Annual_3999","2024-06-24","","",0
605,2367,"Quarterly_1299","2024-05-26","","",0
606,2102,"Monthly_499","2024-05-01","2024-06-12","Hard to Cancel",1
607,1471,"Quarterly_1299","2024-03-17","","",0
608,74,"Monthly_499","2024-01-24","2024-03-31","Hard to Cancel",1
609,1425,"Monthly_499","2024-06-29","","",0
610,847,"Monthly_499","2024-01-08","","",0
611,871,"Monthly_499","2024-03-18","2024-05-21","Hard to Cancel",1
612,1511,"Monthly_499","2024-02-03","","",0
613,489,"Monthly_499","2024-03-11","2024-03-28","Too Expensive",1
614,2509,"Annual_3999","2024-03-31","2024-05-05","Hard to Cancel",1
615,53,"Monthly_499","2024-04-02","2024-06-02","Hard to Cancel",1
616,1889,"Monthly_499","2024-05-26","","",0
617,291,"Monthly_499","2024-04-12","","",0
618,713,"Quarterly_1299","2024-02-22","","",0
619,2019,"Monthly_499","2024-01-10","2024-02-28","Too Expensive",1
620,611,"Monthly_499","2024-01-02","2024-02-15","Not Using App",1
621,1172,"Monthly_499","2024-05-12","2024-07-15","Not Using App",1
622,2008,"Monthly_499","2024-01-21","","",0
623,1080,"Annual_3999","2024-04-18","","",0
624,657,"Annual_3999","2024-05-08","2024-07-31","Too Expensive",1
625,2006,"Monthly_499","2024-02-18","","",0
626,798,"Monthly_499","2024-05-20","2024-05-31","Found Better App",1
627,2402,"Annual_3999","2024-01-15","","",0
628,1565,"Monthly_499","2024-04-04","","",0
629,14,"Quarterly_1299","2024-01-28","2024-02-28","Too Expensive",1
630,708,"Monthly_499","2024-06-23","","",0
631,2803,"Quarterly_1299","2024-05-09","","",0
632,993,"Monthly_499","2024-03-24","2024-06-07","Too Expensive",1
633,2206,"Quarterly_1299","2024-05-19","","",0
634,1436,"Monthly_499","2024-05-17","2024-07-07","Hard to Cancel",1
635,1971,"Quarterly_1299","2024-01-28","2024-02-19","Too Expensive",1
636,2792,"Monthly_499","2024-05-25","","",0
637,2560,"Monthly_499","2024-01-28","","",0
638,878,"Quarterly_1299","2024-05-08","2024-06-04","Hard to Cancel",1
639,285,"Quarterly_1299","2024-03-17","","",0
640,2132,"Monthly_499","2024-01-10","","",0
641,40,"Monthly_499","2024-04-24","2024-07-22","Found Better App",1
642,2422,"Monthly_499","2024-01-31","","",0
643,2510,"Monthly_499","2024-02-26","2024-04-15","Too Expensive",1
644,2746,"Annual_3999","2024-01-25","2024-03-16","Found Better App",1
645,1294,"Monthly_499","2024-05-18","","",0
646,623,"Monthly_499","2024-06-22","","",0
647,668,"Quarterly_1299","2024-02-21","","",0
648,1547,"Annual_3999","2024-05-05","","",0
649,2358,"Quarterly_1299","2024-03-14","2024-05-21","Too Expensive",1
650,2459,"Annual_3999","2024-03-29","2024-05-22","Hard to Cancel",1
651,1706,"Quarterly_1299","2024-01-19","","",0
652,798,"Quarterly_1299","2024-01-21","2024-02-09","Hard to Cancel",1
653,1107,"Annual_3999","2024-03-15","","",0
654,1870,"Monthly_499","2024-04-26","","",0
655,2677,"Annual_3999","2024-01-20","2024-03-12","Not Using App",1
656,465,"Monthly_499","2024-01-25","","",0
657,1548,"Annual_3999","2024-05-06","2024-06-18","Hard to Cancel",1
658,892,"Annual_3999","2024-01-30","2024-04-27","Too Expensive",1
659,663,"Monthly_499","2024-05-26","2024-07-14","Not Using App",1
660,2260,"Annual_3999","2024-02-12","","",0
661,1386,"Quarterly_1299","2024-05-24","2024-07-05","Hard to Cancel",1
662,955,"Monthly_499","2024-02-17","","",0
663,2412,"Monthly_499","2024-01-19","2024-04-11","Found Better App",1
664,1039,"Monthly_499","2024-02-20","","",0
665,1800,"Monthly_499","2024-02-06","","",0
666,2216,"Monthly_499","2024-02-16","","",0
667,2108,"Quarterly_1299","2024-05-18","2024-06-06","Not Using App",1
668,2553,"Monthly_499","2024-05-12","2024-07-09","Not Using App",1
669,1121,"Quarterly_1299","2024-03-05","","",0
670,1349,"Monthly_499","2024-03-06","2024-05-27","Not Using App",1
671,95,"Monthly_499","2024-06-12","2024-08-16","Hard to Cancel",1
672,878,"Monthly_499","2024-04-27","","",0
673,857,"Monthly_499","2024-05-24","2024-06-18","Hard to Cancel",1
674,1278,"Monthly_499","2024-01-22","2024-02-21","Not Using App",1
675,106,"Monthly_499","2024-03-29","2024-04-13","Too Expensive",1
676,805,"Monthly_499","2024-02-16","","",0
677,2376,"Quarterly_1299","2024-01-03","","",0
678,2686,"Quarterly_1299","2024-02-25","2024-05-13","Too Expensive",1
679,2006,"Monthly_499","2024-01-02","2024-02-16","Found Better App",1
680,875,"Monthly_499","2024-05-02","","",0
681,2898,"Quarterly_1299","2024-03-02","2024-05-02","Too Expensive",1
682,2948,"Annual_3999","2024-03-06","2024-05-02","Too Expensive",1
683,1252,"Quarterly_1299","2024-03-08","","",0
684,70,"Annual_3999","2024-02-03","","",0
685,485,"Monthly_499","2024-04-11","","",0
686,1464,"Monthly_499","2024-05-21","","",0
687,893,"Monthly_499","2024-05-04","","",0
688,1707,"Annual_3999","2024-06-17","","",0
689,2937,"Monthly_499","2024-06-28","2024-08-26","Too Expensive",1
690,1482,"Quarterly_1299","2024-03-25","","",0
691,1692,"Monthly_499","2024-03-06","","",0
692,1127,"Annual_3999","2024-02-09","2024-02-29","Hard to Cancel",1
693,2432,"Monthly_499","2024-06-15","2024-06-26","Not Using App",1
694,2576,"Monthly_499","2024-06-18","","",0
695,972,"Monthly_499","2024-03-18","2024-05-07","Not Using App",1
696,149,"Monthly_499","2024-01-19","","",0
697,1220,"Monthly_499","2024-04-07","","",0
698,1161,"Monthly_499","2024-04-26","2024-07-08","Not Using App",1
699,1727,"Quarterly_1299","2024-03-30","2024-06-19","Not Using App",1
700,1224,"Quarterly_1299","2024-04-14","","",0
701,2590,"Monthly_499","2024-04-20","2024-05-03","Not Using App",1
702,1810,"Monthly_499","2024-05-21","2024-06-30","Hard to Cancel",1
703,830,"Annual_3999","2024-06-19","","",0
704,365,"Monthly_499","2024-06-22","2024-07-20","Hard to Cancel",1
705,1444,"Monthly_499","2024-05-06","2024-06-28","Hard to Cancel",1
706,2451,"Quarterly_1299","2024-02-10","","",0
707,1299,"Monthly_499","2024-01-17","","",0
708,875,"Monthly_499","2024-05-21","","",0
709,2618,"Monthly_499","2024-06-28","","",0
710,1929,"Monthly_499","2024-01-03","","",0
711,2426,"Monthly_499","2024-01-21","2024-02-20","Too Expensive",1
712,2081,"Annual_3999","2024-04-16","","",0
713,62,"Quarterly_1299","2024-04-09","","",0
714,2735,"Monthly_499","2024-01-31","2024-04-26","Not Using App",1
715,403,"Annual_3999","2024-06-06","2024-08-21","Not Using App",1
716,1048,"Monthly_499","2024-03-18","2024-06-02","Hard to Cancel",1
717,2752,"Annual_3999","2024-01-25","2024-02-20","Too Expensive",1
718,2059,"Monthly_499","2024-01-09","","",0
719,2772,"Monthly_499","2024-04-13","","",0
720,841,"Monthly_499","2024-02-21","2024-03-26","Not Using App",1
721,1868,"Monthly_499","2024-04-17","","",0
722,1094,"Annual_3999","2024-04-21","2024-06-15","Too Expensive",1
723,2846,"Annual_3999","2024-01-26","","",0
724,2822,"Monthly_499","2024-06-25","2024-09-02","Too Expensive",1
725,1558,"Monthly_499","2024-06-20","2024-09-08","Hard to Cancel",1
726,392,"Monthly_499","2024-02-02","2024-03-27","Not Using App",1
727,2590,"Monthly_499","2024-02-07","2024-04-09","Not Using App",1
728,1650,"Monthly_499","2024-02-11","","",0
729,1900,"Monthly_499","2024-05-02","2024-07-05","Hard to Cancel",1
730,1378,"Quarterly_1299","2024-06-29","2024-08-15","Hard to Cancel",1
731,998,"Monthly_499","2024-02-10","","",0
732,1698,"Monthly_499","2024-06-02","2024-06-20","Hard to Cancel",1
733,607,"Annual_3999","2024-05-06","2024-07-21","Hard to Cancel",1
734,2484,"Monthly_499","2024-03-05","2024-06-01","Found Better App",1
735,270,"Annual_3999","2024-01-05","2024-03-07","Not Using App",1
736,1801,"Monthly_499","2024-03-25","2024-05-28","Too Expensive",1
737,782,"Quarterly_1299","2024-02-26","","",0
738,1063,"Quarterly_1299","2024-06-23","","",0
739,1069,"Annual_3999","2024-06-28","","",0
740,1446,"Monthly_499","2024-01-26","","",0
741,1166,"Monthly_499","2024-03-24","2024-04-23","Hard to Cancel",1
742,1751,"Quarterly_1299","2024-01-19","","",0
743,1169,"Monthly_499","2024-02-29","2024-04-08","Not Using App",1
744,2365,"Quarterly_1299","2024-04-19","","",0
745,1381,"Quarterly_1299","2024-05-31","","",0
746,32,"Monthly_499","2024-04-20","2024-05-28","Found Better App",1
747,1976,"Monthly_499","2024-03-21","","",0
748,2657,"Monthly_499","2024-04-25","","",0
749,1251,"Annual_3999","2024-04-27","2024-05-23","Found Better App",1
750,2739,"Monthly_499","2024-06-02","","",0
751,750,"Monthly_499","2024-03-13","2024-05-23","Not Using App",1
752,756,"Annual_3999","2024-05-10","2024-05-22","Not Using App",1
753,2914,"Monthly_499","2024-03-14","","",0
754,1641,"Monthly_499","2024-04-16","","",0
755,2881,"Monthly_499","2024-03-25","","",0
756,221,"Monthly_499","2024-05-06","2024-06-15","Hard to Cancel",1
757,2875,"Quarterly_1299","2024-01-22","2024-02-12","Found Better App",1
758,525,"Monthly_499","2024-01-21","","",0
759,901,"Monthly_499","2024-05-31","","",0
760,2325,"Monthly_499","2024-01-17","2024-02-28","Found Better App",1
761,2031,"Monthly_499","2024-03-20","2024-06-13","Hard to Cancel",1
762,1388,"Monthly_499","2024-04-07","","",0
763,2233,"Monthly_499","2024-06-14","","",0
764,2373,"Annual_3999","2024-01-12","","",0
765,2803,"Monthly_499","2024-06-29","","",0
766,983,"Monthly_499","2024-05-04","2024-07-03","Too Expensive",1
767,2856,"Monthly_499","2024-01-09","","",0
768,2702,"Monthly_499","2024-01-10","","",0
769,2210,"Annual_3999","2024-04-21","2024-06-27","Hard to Cancel",1
770,41,"Quarterly_1299","2024-03-05","2024-05-29","Found Better App",1
771,459,"Monthly_499","2024-03-10","2024-04-28","Found Better App",1
772,232,"Monthly_499","2024-04-29","2024-06-29","Hard to Cancel",1
773,2088,"Monthly_499","2024-01-17","","",0
774,2709,"Quarterly_1299","2024-05-05","","",0
775,963,"Monthly_499","2024-03-21","","",0
776,2805,"Monthly_499","2024-06-03","","",0
777,1803,"Monthly_499","2024-04-16","","",0
778,1110,"Quarterly_1299","2024-06-23","","",0
779,501,"Quarterly_1299","2024-06-03","2024-07-06","Hard to Cancel",1
780,1628,"Quarterly_1299","2024-02-17","","",0
781,40,"Monthly_499","2024-02-12","2024-04-09","Found Better App",1
782,182,"Quarterly_1299","2024-03-11","","",0
783,361,"Monthly_499","2024-04-07","2024-05-15","Too Expensive",1
784,2011,"Monthly_499","2024-05-08","2024-06-17","Hard to Cancel",1
785,1062,"Monthly_499","2024-03-25","","",0
786,2775,"Monthly_499","2024-05-22","","",0
787,1631,"Annual_3999","2024-04-04","2024-05-26","Not Using App",1
788,1352,"Quarterly_1299","2024-05-27","2024-08-18","Found Better App",1
789,2319,"Monthly_499","2024-01-28","","",0
790,1489,"Monthly_499","2024-02-03","","",0
791,1822,"Quarterly_1299","2024-02-25","","",0
792,203,"Annual_3999","2024-03-16","2024-06-13","Too Expensive",1
793,2732,"Monthly_499","2024-05-29","","",0
794,1773,"Monthly_499","2024-02-17","","",0
795,2754,"Monthly_499","2024-06-06","2024-08-30","Too Expensive",1
796,1822,"Monthly_499","2024-06-25","2024-08-16","Too Expensive",1
797,1635,"Quarterly_1299","2024-06-02","","",0
798,1907,"Quarterly_1299","2024-05-07","","",0
799,2665,"Monthly_499","2024-04-20","2024-05-10","Too Expensive",1
800,515,"Monthly_499","2024-02-26","2024-04-11","Too Expensive",1
801,194,"Monthly_499","2024-03-27","","",0
802,2652,"Monthly_499","2024-06-22","","",0
803,2876,"Quarterly_1299","2024-01-26","","",0
804,504,"Quarterly_1299","2024-04-26","","",0
805,2796,"Monthly_499","2024-05-29","2024-06-08","Hard to Cancel",1
806,2998,"Annual_3999","2024-05-23","","",0
807,1519,"Annual_3999","2024-01-14","2024-03-17","Too Expensive",1
808,209,"Monthly_499","2024-05-06","2024-07-08","Hard to Cancel",1
809,388,"Monthly_499","2024-03-08","2024-05-18","Too Expensive",1
810,1408,"Annual_3999","2024-06-06","2024-08-18","Too Expensive",1
811,1298,"Monthly_499","2024-03-28","2024-05-19","Hard to Cancel",1
812,2762,"Quarterly_1299","2024-02-23","","",0
813,1376,"Monthly_499","2024-01-21","","",0
814,1996,"Quarterly_1299","2024-03-07","2024-03-18","Found Better App",1
815,2614,"Monthly_499","2024-06-28","2024-08-25","Found Better App",1
816,1358,"Monthly_499","2024-05-06","","",0
817,2298,"Monthly_499","2024-06-12","2024-06-23","Hard to Cancel",1
818,1634,"Monthly_499","2024-03-05","","",0
819,110,"Monthly_499","2024-01-15","2024-02-24","Hard to Cancel",1
820,1280,"Quarterly_1299","2024-05-25","2024-06-06","Hard to Cancel",1
821,360,"Annual_3999","2024-02-17","","",0
822,2796,"Monthly_499","2024-05-23","","",0
823,2678,"Monthly_499","2024-01-04","","",0
824,2030,"Monthly_499","2024-03-21","2024-05-31","Not Using App",1
825,2317,"Quarterly_1299","2024-03-16","2024-04-30","Too Expensive",1
826,2145,"Monthly_499","2024-05-13","","",0
827,2555,"Monthly_499","2024-05-19","2024-06-07","Found Better App",1
828,1545,"Quarterly_1299","2024-04-27","2024-07-18","Not Using App",1
829,2589,"Monthly_499","2024-01-29","","",0
830,601,"Annual_3999","2024-02-25","","",0
831,2300,"Monthly_499","2024-05-08","2024-07-08","Hard to Cancel",1
832,401,"Quarterly_1299","2024-04-22","","",0
833,1361,"Monthly_499","2024-01-19","2024-03-31","Not Using App",1
834,1675,"Monthly_499","2024-01-08","","",0
835,764,"Annual_3999","2024-04-08","2024-04-27","Found Better App",1
836,1265,"Annual_3999","2024-02-15","2024-03-08","Hard to Cancel",1
837,190,"Quarterly_1299","2024-06-28","","",0
838,2407,"Monthly_499","2024-04-12","","",0
839,223,"Monthly_499","2024-06-19","2024-08-06","Too Expensive",1
840,2702,"Quarterly_1299","2024-03-29","2024-06-10","Hard to Cancel",1
841,1593,"Annual_3999","2024-04-01","2024-06-18","Found Better App",1
842,2876,"Monthly_499","2024-01-13","2024-03-05","Hard to Cancel",1
843,2526,"Monthly_499","2024-06-18","2024-08-20","Hard to Cancel",1
844,541,"Monthly_499","2024-02-03","2024-04-26","Too Expensive",1
845,2335,"Monthly_499","2024-06-26","","",0
846,2429,"Monthly_499","2024-03-02","2024-05-04","Too Expensive",1
847,1259,"Annual_3999","2024-04-25","","",0
848,2275,"Monthly_499","2024-05-02","2024-05-19","Hard to Cancel",1
849,2349,"Monthly_499","2024-06-09","","",0
850,1061,"Monthly_499","2024-04-22","2024-07-04","Not Using App",1
851,1574,"Annual_3999","2024-02-22","2024-05-02","Too Expensive",1
852,1796,"Monthly_499","2024-06-06","2024-06-18","Not Using App",1
853,1665,"Monthly_499","2024-04-17","","",0
854,2619,"Quarterly_1299","2024-01-16","","",0
855,1273,"Quarterly_1299","2024-05-28","2024-08-11","Hard to Cancel",1
856,453,"Monthly_499","2024-03-11","2024-03-26","Too Expensive",1
857,2333,"Monthly_499","2024-05-07","","",0
858,1521,"Annual_3999","2024-01-18","","",0
859,2561,"Monthly_499","2024-04-20","","",0
860,2109,"Annual_3999","2024-04-19","","",0
861,2660,"Quarterly_1299","2024-02-18","2024-03-07","Not Using App",1
862,2641,"Quarterly_1299","2024-03-27","2024-04-17","Found Better App",1
863,329,"Quarterly_1299","2024-05-28","","",0
864,1801,"Monthly_499","2024-06-04","","",0
865,2991,"Monthly_499","2024-02-23","","",0
866,801,"Quarterly_1299","2024-05-06","","",0
867,2454,"Monthly_499","2024-06-20","2024-09-07","Not Using App",1
868,2801,"Annual_3999","2024-04-10","2024-06-29","Found Better App",1
869,474,"Monthly_499","2024-06-12","","",0
870,574,"Monthly_499","2024-04-15","","",0
871,2215,"Annual_3999","2024-05-31","2024-08-05","Too Expensive",1
872,2201,"Monthly_499","2024-06-21","2024-07-26","Too Expensive",1
873,2431,"Monthly_499","2024-03-13","2024-04-19","Found Better App",1
874,1486,"Monthly_499","2024-05-17","2024-07-07","Not Using App",1
875,387,"Quarterly_1299","2024-03-17","2024-05-23","Hard to Cancel",1
876,12,"Quarterly_1299","2024-05-12","2024-06-06","Found Better App",1
877,2745,"Quarterly_1299","2024-06-07","2024-08-05","Too Expensive",1
878,246,"Monthly_499","2024-04-27","2024-06-17","Hard to Cancel",1
879,2458,"Annual_3999","2024-02-17","","",0
880,2447,"Quarterly_1299","2024-04-28","2024-06-09","Hard to Cancel",1
881,570,"Annual_3999","2024-04-02","","",0
882,164,"Monthly_499","2024-01-12","","",0
883,763,"Monthly_499","2024-04-29","","",0
884,2248,"Monthly_499","2024-05-14","2024-06-23","Hard to Cancel",1
885,2879,"Quarterly_1299","2024-04-06","2024-05-05","Hard to Cancel",1
886,1524,"Monthly_499","2024-05-25","2024-08-06","Not Using App",1
887,1742,"Annual_3999","2024-04-06","","",0
888,710,"Monthly_499","2024-02-03","2024-02-20","Found Better App",1
889,2048,"Monthly_499","2024-01-08","","",0
890,424,"Monthly_499","2024-04-02","2024-04-24","Hard to Cancel",1
891,2440,"Monthly_499","2024-05-06","2024-06-29","Hard to Cancel",1
892,279,"Quarterly_1299","2024-03-15","","",0
893,248,"Monthly_499","2024-03-04","2024-05-17","Not Using App",1
894,2600,"Monthly_499","2024-03-05","","",0
895,1385,"Monthly_499","2024-06-15","2024-07-01","Hard to Cancel",1
896,1513,"Annual_3999","2024-03-27","","",0
897,2721,"Monthly_499","2024-05-30","","",0
898,718,"Monthly_499","2024-01-11","","",0
899,1853,"Quarterly_1299","2024-01-18","","",0
900,1111,"Monthly_499","2024-02-24","2024-05-20","Not Using App",1
901,2190,"Monthly_499","2024-03-29","","",0
902,706,"Monthly_499","2024-05-21","","",0
903,1654,"Quarterly_1299","2024-06-07","2024-08-31","Too Expensive",1
904,1098,"Monthly_499","2024-06-13","2024-07-07","Hard to Cancel",1
905,1594,"Monthly_499","2024-03-13","","",0
906,261,"Annual_3999","2024-05-31","2024-08-10","Too Expensive",1
907,824,"Monthly_499","2024-05-29","2024-07-01","Hard to Cancel",1
908,2840,"Monthly_499","2024-04-23","2024-05-03","Hard to Cancel",1
909,1651,"Monthly_499","2024-05-25","2024-06-19","Too Expensive",1
910,851,"Quarterly_1299","2024-05-06","2024-07-15","Hard to Cancel",1
911,1573,"Monthly_499","2024-04-08","2024-05-14","Hard to Cancel",1
912,2511,"Annual_3999","2024-05-04","","",0
913,76,"Monthly_499","2024-03-22","2024-06-09","Found Better App",1
914,241,"Quarterly_1299","2024-04-15","","",0
915,1002,"Monthly_499","2024-04-24","","",0
916,2890,"Annual_3999","2024-01-29","2024-03-06","Not Using App",1
917,1194,"Monthly_499","2024-06-19","","",0
918,2992,"Monthly_499","2024-06-08","2024-08-16","Too Expensive",1
919,1748,"Monthly_499","2024-02-08","","",0
920,2543,"Monthly_499","2024-03-04","2024-04-21","Too Expensive",1
921,403,"Monthly_499","2024-05-12","2024-07-03","Hard to Cancel",1
922,2345,"Monthly_499","2024-03-29","2024-06-13","Hard to Cancel",1
