"session_id","user_id","session_date","screen_name","funnel_stage","time_spent_seconds","action_taken"
1398,1617,"2024-06-19","Home",1,140,"viewed"
1399,2739,"2024-04-26","Pricing Page",2,50,"clicked"
1400,962,"2024-03-21","Pricing Page",2,65,"viewed"
1401,2150,"2024-06-07","Pricing Page",2,53,"viewed"
1402,2864,"2024-01-13","Pricing Page",2,35,"clicked"
1403,1955,"2024-06-22","Payment",4,70,"dropped"
1404,409,"2024-04-28","Payment",4,77,"dropped"
1405,1534,"2024-02-14","Plan Selection",3,146,"clicked"
1406,2338,"2024-05-24","Plan Selection",3,193,"viewed"
1407,770,"2024-03-26","Plan Selection",3,128,"dropped"
1408,14,"2024-04-09","Payment",4,24,"dropped"
1409,1137,"2024-04-07","Plan Selection",3,45,"dropped"
1410,1572,"2024-06-27","Pricing Page",2,62,"dropped"
1411,1806,"2024-06-26","Home",1,128,"viewed"
1412,1107,"2024-06-22","Plan Selection",3,129,"viewed"
1413,2001,"2024-04-30","Pricing Page",2,55,"viewed"
1414,628,"2024-01-12","Plan Selection",3,51,"dropped"
1415,1257,"2024-01-13","Home",1,49,"viewed"
1416,358,"2024-03-08","Plan Selection",3,89,"clicked"
1417,526,"2024-03-23","Payment",4,99,"viewed"
1418,1262,"2024-02-13","Confirmation",5,208,"converted"
1419,379,"2024-04-29","Confirmation",5,128,"converted"
1420,639,"2024-02-22","Payment",4,59,"viewed"
1421,278,"2024-01-29","Plan Selection",3,32,"dropped"
1422,2231,"2024-04-30","Home",1,108,"dropped"
1423,1050,"2024-02-16","Pricing Page",2,40,"dropped"
1424,1483,"2024-01-24","Home",1,106,"viewed"
1425,2922,"2024-02-09","Home",1,45,"clicked"
1426,1364,"2024-01-14","Home",1,181,"dropped"
1427,1943,"2024-03-31","Plan Selection",3,72,"viewed"
1428,1279,"2024-04-02","Pricing Page",2,64,"dropped"
1429,690,"2024-03-16","Pricing Page",2,58,"dropped"
1430,1533,"2024-04-17","Pricing Page",2,48,"dropped"
1431,1125,"2024-03-16","Confirmation",5,112,"converted"
1432,2108,"2024-06-26","Payment",4,207,"clicked"
1433,2985,"2024-02-05","Confirmation",5,87,"converted"
1434,2864,"2024-04-20","Home",1,21,"viewed"
1435,1963,"2024-06-24","Confirmation",5,124,"converted"
1436,539,"2024-02-01","Pricing Page",2,32,"clicked"
1437,999,"2024-01-16","Pricing Page",2,56,"dropped"
1438,354,"2024-01-22","Pricing Page",2,55,"clicked"
1439,371,"2024-01-02","Plan Selection",3,76,"viewed"
1440,848,"2024-03-20","Pricing Page",2,51,"dropped"
1441,2422,"2024-02-27","Home",1,197,"dropped"
1442,2909,"2024-03-08","Confirmation",5,148,"converted"
1443,1743,"2024-05-28","Pricing Page",2,48,"clicked"
1444,1374,"2024-01-31","Pricing Page",2,53,"clicked"
1445,1057,"2024-01-26","Plan Selection",3,182,"clicked"
1446,321,"2024-04-03","Pricing Page",2,61,"dropped"
1447,249,"2024-01-31","Plan Selection",3,104,"clicked"
1448,1327,"2024-03-30","Home",1,67,"viewed"
1449,2987,"2024-01-12","Pricing Page",2,43,"dropped"
1450,2188,"2024-01-05","Confirmation",5,125,"converted"
1451,329,"2024-05-26","Plan Selection",3,33,"clicked"
1452,2809,"2024-02-26","Payment",4,170,"viewed"
1453,1412,"2024-01-05","Plan Selection",3,102,"dropped"
1454,1623,"2024-01-28","Home",1,49,"viewed"
1455,1298,"2024-03-03","Pricing Page",2,32,"dropped"
1456,1991,"2024-05-16","Payment",4,130,"viewed"
1457,1959,"2024-02-04","Confirmation",5,85,"converted"
1458,2751,"2024-03-23","Plan Selection",3,57,"viewed"
1459,1268,"2024-02-11","Confirmation",5,163,"converted"
1460,459,"2024-03-25","Payment",4,202,"dropped"
1461,331,"2024-06-21","Pricing Page",2,45,"dropped"
1462,972,"2024-04-11","Payment",4,116,"dropped"
1463,191,"2024-06-15","Pricing Page",2,46,"dropped"
1464,347,"2024-06-29","Plan Selection",3,53,"dropped"
1465,399,"2024-02-05","Plan Selection",3,68,"viewed"
1466,2288,"2024-04-24","Payment",4,107,"viewed"
1467,1747,"2024-03-28","Plan Selection",3,185,"clicked"
1468,1115,"2024-04-27","Home",1,163,"clicked"
1469,2112,"2024-02-27","Pricing Page",2,41,"clicked"
1470,2102,"2024-05-18","Payment",4,84,"viewed"
1471,655,"2024-01-16","Payment",4,131,"viewed"
1472,2349,"2024-05-15","Pricing Page",2,60,"dropped"
1473,2039,"2024-04-22","Home",1,110,"clicked"
1474,2859,"2024-06-09","Plan Selection",3,57,"clicked"
1475,1480,"2024-01-27","Pricing Page",2,53,"dropped"
1476,2099,"2024-06-03","Home",1,77,"dropped"
1477,2219,"2024-02-14","Confirmation",5,63,"converted"
1478,1023,"2024-06-11","Pricing Page",2,58,"dropped"
1479,198,"2024-02-13","Home",1,79,"viewed"
1480,1160,"2024-06-07","Pricing Page",2,53,"viewed"
1481,2494,"2024-04-06","Home",1,70,"viewed"
1482,2912,"2024-06-15","Plan Selection",3,156,"clicked"
1483,1821,"2024-03-04","Confirmation",5,139,"converted"
1484,1264,"2024-01-29","Plan Selection",3,46,"clicked"
1485,14,"2024-01-18","Pricing Page",2,30,"clicked"
1486,969,"2024-04-19","Home",1,100,"dropped"
1487,464,"2024-03-25","Payment",4,197,"dropped"
1488,1785,"2024-05-12","Payment",4,43,"dropped"
1489,1775,"2024-02-24","Payment",4,164,"viewed"
1490,2752,"2024-04-27","Pricing Page",2,53,"dropped"
1491,2606,"2024-01-19","Confirmation",5,52,"converted"
1492,1036,"2024-01-17","Pricing Page",2,56,"dropped"
1493,2548,"2024-06-21","Pricing Page",2,46,"clicked"
1494,1652,"2024-05-12","Home",1,190,"clicked"
1495,1717,"2024-03-29","Payment",4,50,"viewed"
1496,1293,"2024-05-12","Pricing Page",2,57,"dropped"
1497,1756,"2024-04-22","Pricing Page",2,65,"dropped"
1498,1732,"2024-04-02","Payment",4,131,"clicked"
1499,2792,"2024-01-01","Pricing Page",2,31,"clicked"
1500,351,"2024-04-20","Plan Selection",3,134,"dropped"
1501,1175,"2024-05-24","Payment",4,150,"dropped"
1502,376,"2024-03-29","Home",1,189,"clicked"
1503,1915,"2024-03-12","Home",1,23,"dropped"
1504,2108,"2024-06-25","Payment",4,187,"dropped"
1505,284,"2024-01-04","Payment",4,206,"clicked"
1506,1465,"2024-06-26","Pricing Page",2,45,"dropped"
1507,620,"2024-01-06","Plan Selection",3,129,"clicked"
1508,243,"2024-02-20","Home",1,197,"dropped"
1509,795,"2024-05-03","Plan Selection",3,12,"dropped"
1510,245,"2024-05-13","Pricing Page",2,38,"clicked"
1511,2681,"2024-01-15","Plan Selection",3,81,"viewed"
1512,100,"2024-02-25","Pricing Page",2,37,"viewed"
1513,79,"2024-02-17","Pricing Page",2,41,"dropped"
1514,2188,"2024-01-25","Pricing Page",2,32,"viewed"
1515,931,"2024-05-28","Home",1,81,"clicked"
1516,1242,"2024-02-02","Plan Selection",3,154,"viewed"
1517,414,"2024-05-07","Home",1,96,"viewed"
1518,2543,"2024-05-16","Pricing Page",2,64,"clicked"
1519,2186,"2024-04-26","Home",1,45,"viewed"
1520,1880,"2024-04-24","Pricing Page",2,54,"viewed"
1521,2947,"2024-01-20","Plan Selection",3,141,"clicked"
1522,1651,"2024-02-12","Plan Selection",3,186,"viewed"
1523,2024,"2024-05-20","Payment",4,12,"clicked"
1524,554,"2024-04-17","Pricing Page",2,46,"dropped"
1525,511,"2024-02-10","Plan Selection",3,95,"clicked"
1526,391,"2024-05-24","Plan Selection",3,135,"clicked"
1527,2171,"2024-04-28","Home",1,119,"clicked"
1528,1447,"2024-01-26","Pricing Page",2,54,"dropped"
1529,666,"2024-01-20","Confirmation",5,29,"converted"
1530,2520,"2024-06-11","Confirmation",5,50,"converted"
1531,218,"2024-05-16","Plan Selection",3,111,"viewed"
1532,2678,"2024-05-26","Pricing Page",2,51,"dropped"
1533,75,"2024-06-15","Plan Selection",3,189,"viewed"
1534,2166,"2024-06-23","Plan Selection",3,89,"dropped"
1535,2653,"2024-03-08","Pricing Page",2,58,"dropped"
1536,1981,"2024-06-29","Home",1,21,"clicked"
1537,288,"2024-05-10","Pricing Page",2,49,"dropped"
1538,2917,"2024-05-19","Confirmation",5,90,"converted"
1539,547,"2024-05-07","Confirmation",5,157,"converted"
1540,2369,"2024-05-11","Pricing Page",2,43,"dropped"
1541,2322,"2024-05-04","Home",1,121,"clicked"
1542,1054,"2024-04-08","Plan Selection",3,157,"viewed"
1543,275,"2024-03-27","Home",1,29,"dropped"
1544,1823,"2024-03-30","Plan Selection",3,158,"viewed"
1545,2093,"2024-01-24","Plan Selection",3,85,"dropped"
1546,2912,"2024-02-05","Home",1,155,"clicked"
1547,226,"2024-01-04","Confirmation",5,77,"converted"
1548,144,"2024-02-11","Confirmation",5,62,"converted"
1549,1071,"2024-06-28","Confirmation",5,98,"converted"
1550,1687,"2024-03-28","Payment",4,54,"viewed"
1551,2626,"2024-04-27","Plan Selection",3,41,"viewed"
1552,427,"2024-06-19","Pricing Page",2,56,"dropped"
1553,2782,"2024-02-05","Pricing Page",2,43,"clicked"
1554,80,"2024-01-15","Pricing Page",2,41,"dropped"
1555,2455,"2024-01-16","Confirmation",5,125,"converted"
1556,2997,"2024-02-16","Pricing Page",2,48,"dropped"
1557,2195,"2024-05-02","Pricing Page",2,67,"dropped"
1558,822,"2024-04-29","Pricing Page",2,52,"viewed"
1559,99,"2024-03-30","Pricing Page",2,48,"clicked"
1560,151,"2024-03-14","Confirmation",5,49,"converted"
1561,991,"2024-01-12","Pricing Page",2,42,"dropped"
1562,1997,"2024-05-15","Payment",4,107,"dropped"
1563,1535,"2024-06-25","Pricing Page",2,60,"clicked"
1564,1868,"2024-05-20","Home",1,155,"clicked"
1565,2455,"2024-02-22","Home",1,41,"viewed"
1566,998,"2024-03-10","Confirmation",5,93,"converted"
1567,1024,"2024-03-24","Pricing Page",2,67,"dropped"
1568,1770,"2024-04-22","Pricing Page",2,63,"dropped"
1569,928,"2024-01-10","Pricing Page",2,45,"clicked"
1570,1808,"2024-01-18","Plan Selection",3,22,"clicked"
1571,1052,"2024-05-29","Home",1,199,"clicked"
1572,1650,"2024-02-27","Confirmation",5,145,"converted"
1573,1863,"2024-01-13","Pricing Page",2,35,"clicked"
1574,1705,"2024-04-18","Pricing Page",2,57,"dropped"
1575,224,"2024-01-27","Plan Selection",3,33,"dropped"
1576,2653,"2024-02-20","Payment",4,194,"clicked"
1577,2891,"2024-05-21","Home",1,163,"viewed"
1578,1579,"2024-03-01","Home",1,102,"dropped"
1579,2251,"2024-05-01","Home",1,109,"dropped"
1580,1310,"2024-04-22","Payment",4,42,"clicked"
1581,1435,"2024-02-08","Plan Selection",3,107,"clicked"
1582,1150,"2024-02-07","Confirmation",5,168,"converted"
1583,933,"2024-02-02","Confirmation",5,67,"converted"
1584,1648,"2024-06-08","Payment",4,27,"dropped"
1585,2385,"2024-03-01","Pricing Page",2,44,"clicked"
1586,418,"2024-01-27","Pricing Page",2,32,"clicked"
1587,474,"2024-03-05","Pricing Page",2,44,"clicked"
1588,2997,"2024-04-04","Plan Selection",3,109,"viewed"
1589,2360,"2024-06-23","Pricing Page",2,49,"dropped"
1590,1671,"2024-01-31","Home",1,70,"dropped"
1591,894,"2024-03-06","Confirmation",5,107,"converted"
1592,2091,"2024-01-04","Home",1,205,"viewed"
1593,1273,"2024-04-01","Pricing Page",2,60,"viewed"
1594,1331,"2024-03-18","Payment",4,156,"clicked"
1595,324,"2024-05-16","Pricing Page",2,66,"dropped"
1596,1053,"2024-03-18","Home",1,29,"clicked"
1597,194,"2024-04-01","Pricing Page",2,42,"clicked"
1598,381,"2024-04-01","Home",1,53,"viewed"
1599,1749,"2024-06-24","Home",1,140,"viewed"
1600,1854,"2024-03-03","Confirmation",5,83,"converted"
1601,600,"2024-06-10","Payment",4,130,"clicked"
1602,1377,"2024-06-17","Pricing Page",2,56,"dropped"
1603,323,"2024-06-27","Plan Selection",3,19,"clicked"
1604,94,"2024-06-03","Home",1,69,"viewed"
1605,2923,"2024-06-21","Payment",4,73,"dropped"
1606,1405,"2024-01-17","Home",1,195,"clicked"
1607,2382,"2024-03-18","Payment",4,104,"dropped"
1608,404,"2024-03-02","Pricing Page",2,44,"clicked"
1609,1166,"2024-02-08","Confirmation",5,181,"converted"
1610,1760,"2024-03-06","Home",1,46,"viewed"
1611,619,"2024-05-20","Pricing Page",2,39,"dropped"
1612,2355,"2024-05-20","Plan Selection",3,80,"dropped"
1613,2037,"2024-06-21","Payment",4,167,"viewed"
1614,1215,"2024-05-17","Plan Selection",3,148,"viewed"
1615,812,"2024-03-03","Confirmation",5,120,"converted"
1616,14,"2024-03-07","Payment",4,15,"viewed"
1617,556,"2024-06-24","Pricing Page",2,53,"clicked"
1618,74,"2024-06-27","Payment",4,74,"dropped"
1619,873,"2024-02-23","Plan Selection",3,36,"viewed"
1620,2637,"2024-05-29","Pricing Page",2,67,"dropped"
1621,1655,"2024-02-11","Pricing Page",2,51,"dropped"
1622,2538,"2024-04-19","Pricing Page",2,57,"clicked"
1623,2488,"2024-06-09","Confirmation",5,12,"converted"
1624,800,"2024-02-22","Plan Selection",3,98,"dropped"
1625,2431,"2024-03-07","Pricing Page",2,56,"dropped"
1626,1420,"2024-05-05","Home",1,45,"viewed"
1627,404,"2024-03-26","Confirmation",5,79,"converted"
1628,2664,"2024-03-11","Pricing Page",2,38,"clicked"
1629,209,"2024-04-14","Plan Selection",3,136,"dropped"
1630,2452,"2024-04-29","Payment",4,56,"viewed"
1631,1489,"2024-04-12","Pricing Page",2,67,"viewed"
1632,1212,"2024-03-18","Confirmation",5,73,"converted"
1633,2485,"2024-02-04","Pricing Page",2,52,"dropped"
1634,1802,"2024-06-09","Plan Selection",3,109,"clicked"
1635,1487,"2024-05-03","Confirmation",5,126,"converted"
1636,413,"2024-06-18","Pricing Page",2,54,"viewed"
1637,548,"2024-06-29","Pricing Page",2,43,"clicked"
1638,2467,"2024-01-11","Payment",4,196,"dropped"
1639,503,"2024-02-17","Payment",4,60,"viewed"
1640,1222,"2024-04-07","Pricing Page",2,60,"dropped"
1641,2121,"2024-02-29","Plan Selection",3,145,"viewed"
1642,2663,"2024-01-16","Payment",4,125,"clicked"
1643,666,"2024-03-01","Home",1,18,"dropped"
1644,2322,"2024-02-29","Pricing Page",2,49,"dropped"
1645,1077,"2024-01-02","Confirmation",5,180,"converted"
1646,1018,"2024-01-25","Plan Selection",3,181,"clicked"
1647,205,"2024-03-05","Plan Selection",3,181,"clicked"
1648,178,"2024-05-09","Pricing Page",2,64,"dropped"
1649,1581,"2024-06-13","Confirmation",5,29,"converted"
1650,1760,"2024-04-26","Pricing Page",2,49,"dropped"
1651,916,"2024-01-13","Pricing Page",2,58,"clicked"
1652,1277,"2024-05-17","Plan Selection",3,87,"clicked"
1653,1635,"2024-05-05","Payment",4,34,"dropped"
1654,299,"2024-02-08","Payment",4,54,"viewed"
1655,940,"2024-02-01","Confirmation",5,42,"converted"
1656,23,"2024-04-08","Plan Selection",3,181,"dropped"
1657,1276,"2024-04-04","Pricing Page",2,42,"clicked"
1658,354,"2024-03-22","Confirmation",5,35,"converted"
1659,2845,"2024-03-06","Confirmation",5,153,"converted"
1660,2118,"2024-03-09","Payment",4,155,"clicked"
1661,1286,"2024-02-01","Plan Selection",3,93,"clicked"
1662,1022,"2024-05-15","Payment",4,82,"viewed"
1663,577,"2024-06-28","Pricing Page",2,64,"dropped"
1664,2499,"2024-02-20","Confirmation",5,140,"converted"
1665,1681,"2024-06-02","Plan Selection",3,62,"viewed"
1666,1180,"2024-01-10","Home",1,66,"dropped"
1667,2565,"2024-06-03","Plan Selection",3,209,"viewed"
1668,822,"2024-05-26","Pricing Page",2,57,"clicked"
1669,1086,"2024-05-23","Confirmation",5,22,"converted"
1670,1950,"2024-01-11","Pricing Page",2,45,"clicked"
1671,988,"2024-06-14","Plan Selection",3,50,"clicked"
1672,1960,"2024-04-01","Plan Selection",3,75,"viewed"
1673,1934,"2024-03-22","Pricing Page",2,44,"dropped"
1674,214,"2024-06-16","Pricing Page",2,45,"dropped"
1675,1488,"2024-02-29","Home",1,157,"clicked"
1676,172,"2024-04-05","Pricing Page",2,59,"dropped"
1677,1949,"2024-05-23","Home",1,139,"dropped"
1678,537,"2024-02-10","Plan Selection",3,51,"clicked"
1679,2866,"2024-05-29","Pricing Page",2,64,"dropped"
1680,733,"2024-03-30","Payment",4,48,"viewed"
1681,589,"2024-05-10","Home",1,183,"clicked"
1682,60,"2024-01-23","Plan Selection",3,101,"clicked"
1683,1591,"2024-06-14","Confirmation",5,35,"converted"
1684,2182,"2024-02-14","Home",1,112,"clicked"
1685,1669,"2024-04-04","Confirmation",5,34,"converted"
1686,2433,"2024-05-03","Confirmation",5,170,"converted"
1687,318,"2024-01-23","Pricing Page",2,32,"clicked"
1688,2253,"2024-06-17","Pricing Page",2,43,"clicked"
1689,2951,"2024-05-26","Home",1,27,"dropped"
1690,1157,"2024-04-07","Plan Selection",3,16,"clicked"
1691,2372,"2024-02-09","Payment",4,202,"viewed"
1692,985,"2024-05-08","Plan Selection",3,151,"viewed"
1693,233,"2024-06-05","Home",1,183,"dropped"
1694,2105,"2024-02-28","Plan Selection",3,134,"clicked"
1695,2735,"2024-06-10","Plan Selection",3,190,"clicked"
1696,316,"2024-03-20","Confirmation",5,36,"converted"
1697,2959,"2024-04-06","Plan Selection",3,203,"viewed"
1698,1695,"2024-05-14","Home",1,192,"clicked"
1699,1885,"2024-05-10","Payment",4,104,"dropped"
1700,1467,"2024-06-11","Home",1,100,"dropped"
1701,1483,"2024-06-22","Pricing Page",2,59,"clicked"
1702,29,"2024-01-27","Plan Selection",3,31,"clicked"
1703,2114,"2024-02-25","Pricing Page",2,35,"clicked"
1704,2074,"2024-04-03","Pricing Page",2,66,"dropped"
1705,643,"2024-03-22","Plan Selection",3,158,"viewed"
1706,82,"2024-04-15","Payment",4,97,"viewed"
1707,119,"2024-02-03","Payment",4,117,"dropped"
1708,1570,"2024-06-18","Home",1,152,"clicked"
1709,344,"2024-05-28","Payment",4,86,"viewed"
1710,2665,"2024-04-21","Pricing Page",2,45,"dropped"
1711,838,"2024-03-07","Home",1,199,"viewed"
1712,2110,"2024-03-10","Payment",4,195,"dropped"
1713,400,"2024-01-22","Home",1,132,"clicked"
1714,1695,"2024-03-10","Pricing Page",2,59,"dropped"
1715,2908,"2024-02-27","Plan Selection",3,105,"clicked"
1716,575,"2024-06-27","Pricing Page",2,61,"viewed"
1717,2970,"2024-03-04","Payment",4,176,"viewed"
1718,2017,"2024-06-04","Pricing Page",2,62,"dropped"
1719,2626,"2024-04-13","Pricing Page",2,51,"dropped"
1720,984,"2024-01-08","Pricing Page",2,59,"dropped"
1721,467,"2024-01-24","Home",1,115,"dropped"
1722,2531,"2024-06-23","Pricing Page",2,53,"clicked"
1723,732,"2024-06-18","Confirmation",5,192,"converted"
1724,2199,"2024-06-16","Pricing Page",2,49,"dropped"
1725,2147,"2024-06-08","Pricing Page",2,57,"dropped"
1726,798,"2024-01-03","Pricing Page",2,40,"viewed"
1727,1365,"2024-04-14","Plan Selection",3,184,"viewed"
1728,1102,"2024-03-21","Home",1,71,"dropped"
1729,2376,"2024-04-06","Pricing Page",2,64,"dropped"
1730,2919,"2024-02-22","Plan Selection",3,170,"clicked"
1731,1848,"2024-06-05","Pricing Page",2,62,"clicked"
1732,2248,"2024-05-29","Payment",4,188,"viewed"
1733,1502,"2024-06-29","Pricing Page",2,52,"viewed"
1734,573,"2024-01-31","Pricing Page",2,55,"clicked"
1735,2499,"2024-05-09","Home",1,57,"viewed"
1736,139,"2024-03-09","Payment",4,136,"viewed"
1737,1837,"2024-03-05","Confirmation",5,137,"converted"
1738,1085,"2024-06-11","Pricing Page",2,48,"dropped"
1739,840,"2024-01-06","Pricing Page",2,42,"dropped"
1740,2911,"2024-01-17","Plan Selection",3,91,"clicked"
1741,2960,"2024-04-19","Home",1,104,"dropped"
1742,1717,"2024-02-17","Plan Selection",3,59,"clicked"
1743,967,"2024-03-08","Confirmation",5,78,"converted"
1744,145,"2024-02-07","Confirmation",5,175,"converted"
1745,1436,"2024-06-12","Home",1,149,"clicked"
1746,497,"2024-01-13","Payment",4,16,"viewed"
1747,2902,"2024-01-01","Home",1,110,"dropped"
1748,1592,"2024-01-06","Plan Selection",3,156,"viewed"
1749,1809,"2024-01-25","Payment",4,205,"dropped"
1750,959,"2024-06-02","Pricing Page",2,63,"dropped"
1751,1896,"2024-06-01","Pricing Page",2,38,"dropped"
1752,1474,"2024-01-29","Pricing Page",2,31,"dropped"
1753,2259,"2024-04-19","Payment",4,202,"clicked"
1754,2698,"2024-05-28","Pricing Page",2,55,"clicked"
1755,1583,"2024-05-04","Payment",4,50,"clicked"
1756,2074,"2024-01-14","Pricing Page",2,37,"clicked"
1757,756,"2024-01-08","Pricing Page",2,34,"clicked"
1758,1722,"2024-04-26","Plan Selection",3,126,"clicked"
1759,852,"2024-02-06","Home",1,33,"dropped"
1760,1271,"2024-04-28","Confirmation",5,13,"converted"
1761,309,"2024-03-24","Confirmation",5,130,"converted"
1762,61,"2024-02-23","Pricing Page",2,34,"clicked"
1763,816,"2024-05-10","Payment",4,160,"clicked"
1764,2606,"2024-01-12","Plan Selection",3,81,"viewed"
1765,719,"2024-02-07","Pricing Page",2,30,"dropped"
1766,810,"2024-02-01","Home",1,162,"viewed"
1767,2892,"2024-06-05","Pricing Page",2,55,"dropped"
1768,478,"2024-01-12","Payment",4,209,"clicked"
1769,1051,"2024-03-04","Plan Selection",3,95,"dropped"
1770,41,"2024-06-09","Pricing Page",2,46,"dropped"
1771,2164,"2024-04-24","Home",1,32,"clicked"
1772,1265,"2024-03-23","Home",1,141,"clicked"
1773,1168,"2024-01-24","Pricing Page",2,31,"viewed"
1774,2380,"2024-04-18","Plan Selection",3,59,"clicked"
1775,881,"2024-02-14","Pricing Page",2,31,"dropped"
1776,2849,"2024-01-12","Pricing Page",2,35,"clicked"
1777,270,"2024-06-02","Confirmation",5,66,"converted"
1778,1541,"2024-05-10","Home",1,52,"viewed"
1779,1621,"2024-02-04","Pricing Page",2,34,"clicked"
1780,254,"2024-02-25","Pricing Page",2,42,"dropped"
1781,890,"2024-04-08","Payment",4,112,"dropped"
1782,2553,"2024-01-04","Plan Selection",3,148,"viewed"
1783,2818,"2024-02-22","Plan Selection",3,63,"clicked"
1784,1368,"2024-06-16","Pricing Page",2,54,"viewed"
1785,776,"2024-03-01","Confirmation",5,100,"converted"
1786,1746,"2024-04-11","Home",1,120,"viewed"
1787,1289,"2024-02-24","Pricing Page",2,34,"dropped"
1788,2780,"2024-03-18","Pricing Page",2,54,"clicked"
1789,1178,"2024-01-29","Plan Selection",3,116,"viewed"
1790,2091,"2024-06-13","Pricing Page",2,54,"dropped"
1791,1542,"2024-02-14","Plan Selection",3,155,"clicked"
1792,1890,"2024-03-23","Pricing Page",2,57,"viewed"
1793,2895,"2024-06-11","Plan Selection",3,74,"viewed"
1794,2977,"2024-04-16","Confirmation",5,24,"converted"
1795,1350,"2024-01-07","Payment",4,29,"viewed"
1796,1525,"2024-04-29","Payment",4,188,"dropped"
1797,2984,"2024-04-13","Payment",4,142,"viewed"
1798,1449,"2024-02-29","Home",1,203,"clicked"
1799,1269,"2024-02-27","Pricing Page",2,51,"clicked"
1800,1328,"2024-05-04","Home",1,96,"viewed"
1801,262,"2024-05-25","Payment",4,75,"clicked"
1802,2913,"2024-05-04","Plan Selection",3,117,"dropped"
1803,144,"2024-06-01","Home",1,170,"viewed"
1804,1989,"2024-06-07","Pricing Page",2,46,"dropped"
1805,624,"2024-03-19","Plan Selection",3,100,"viewed"
1806,2009,"2024-04-06","Plan Selection",3,143,"clicked"
1807,2631,"2024-02-16","Plan Selection",3,115,"viewed"
1808,2153,"2024-04-19","Payment",4,123,"dropped"
1809,1078,"2024-01-29","Plan Selection",3,16,"dropped"
1810,717,"2024-06-28","Pricing Page",2,43,"dropped"
1811,2666,"2024-04-09","Home",1,160,"clicked"
1812,1169,"2024-03-05","Plan Selection",3,209,"dropped"
1813,2364,"2024-03-25","Confirmation",5,102,"converted"
1814,1197,"2024-04-19","Payment",4,69,"dropped"
1815,624,"2024-06-26","Pricing Page",2,51,"dropped"
1816,1449,"2024-03-02","Pricing Page",2,35,"dropped"
1817,1513,"2024-06-08","Confirmation",5,179,"converted"
1818,1602,"2024-01-24","Home",1,190,"clicked"
1819,2820,"2024-05-08","Payment",4,124,"viewed"
1820,1482,"2024-04-07","Pricing Page",2,52,"clicked"
1821,445,"2024-04-18","Plan Selection",3,198,"dropped"
1822,1620,"2024-03-27","Payment",4,89,"viewed"
1823,823,"2024-02-22","Plan Selection",3,60,"clicked"
1824,662,"2024-06-14","Confirmation",5,164,"converted"
1825,445,"2024-03-18","Plan Selection",3,52,"viewed"
1826,564,"2024-01-08","Plan Selection",3,34,"viewed"
1827,2737,"2024-04-17","Pricing Page",2,51,"dropped"
1828,104,"2024-05-16","Plan Selection",3,29,"clicked"
1829,177,"2024-06-08","Pricing Page",2,54,"viewed"
1830,615,"2024-01-26","Home",1,209,"viewed"
1831,2203,"2024-03-19","Confirmation",5,105,"converted"
1832,1553,"2024-01-30","Pricing Page",2,52,"dropped"
1833,197,"2024-01-21","Pricing Page",2,45,"clicked"
1834,1844,"2024-05-23","Home",1,50,"viewed"
1835,2092,"2024-04-01","Pricing Page",2,57,"viewed"
1836,2865,"2024-05-27","Pricing Page",2,57,"dropped"
1837,2754,"2024-06-07","Plan Selection",3,113,"viewed"
1838,2860,"2024-04-29","Pricing Page",2,45,"viewed"
1839,2709,"2024-05-08","Payment",4,34,"dropped"
1840,2722,"2024-03-08","Home",1,125,"clicked"
1841,1992,"2024-06-07","Pricing Page",2,48,"dropped"
1842,2323,"2024-02-01","Plan Selection",3,53,"clicked"
1843,1673,"2024-03-24","Plan Selection",3,170,"dropped"
1844,299,"2024-02-04","Plan Selection",3,159,"viewed"
1845,1330,"2024-01-02","Plan Selection",3,111,"clicked"
1846,1815,"2024-05-14","Confirmation",5,72,"converted"
1847,2478,"2024-02-05","Plan Selection",3,201,"clicked"
1848,1181,"2024-02-07","Payment",4,151,"viewed"
1849,1596,"2024-06-06","Payment",4,40,"clicked"
1850,186,"2024-05-24","Payment",4,138,"viewed"
1851,2991,"2024-04-24","Home",1,197,"dropped"
1852,500,"2024-02-13","Plan Selection",3,173,"viewed"
1853,1077,"2024-06-13","Pricing Page",2,55,"dropped"
1854,2553,"2024-05-06","Confirmation",5,138,"converted"
1855,1118,"2024-06-17","Plan Selection",3,189,"viewed"
1856,1994,"2024-05-08","Plan Selection",3,138,"clicked"
1857,2512,"2024-04-05","Home",1,11,"viewed"
1858,1212,"2024-06-23","Plan Selection",3,40,"viewed"
1859,761,"2024-03-20","Pricing Page",2,63,"viewed"
1860,2927,"2024-02-03","Confirmation",5,91,"converted"
1861,214,"2024-01-24","Pricing Page",2,52,"clicked"
1862,2448,"2024-06-05","Confirmation",5,174,"converted"
1863,1382,"2024-05-30","Payment",4,99,"viewed"
1864,2909,"2024-02-17","Pricing Page",2,36,"viewed"
1865,200,"2024-03-26","Home",1,89,"clicked"
1866,856,"2024-06-19","Payment",4,94,"clicked"
1867,1608,"2024-06-29","Pricing Page",2,66,"clicked"
1868,424,"2024-06-12","Home",1,159,"clicked"
1869,205,"2024-06-21","Plan Selection",3,208,"clicked"
1870,869,"2024-05-03","Plan Selection",3,154,"viewed"
1871,1656,"2024-06-16","Confirmation",5,38,"converted"
1872,2275,"2024-03-06","Plan Selection",3,126,"clicked"
1873,2499,"2024-02-08","Plan Selection",3,52,"clicked"
1874,460,"2024-05-04","Confirmation",5,177,"converted"
