session_id,user_id,session_date,screen_name,funnel_stage,time_spent_seconds,action_taken,month,month_name,session_period
2505,1635,2024-03-31,Payment,4,178,viewed,3,Mar,Post-Update
2506,1435,2024-04-16,Plan Selection,3,171,clicked,4,Apr,Post-Update
2507,130,2024-05-12,Plan Selection,3,113,viewed,5,May,Post-Update
2508,711,2024-02-25,Payment,4,59,viewed,2,Feb,Pre-Update
2509,2699,2024-02-26,Payment,4,94,clicked,2,Feb,Pre-Update
2510,467,2024-02-29,Home,1,187,viewed,2,Feb,Pre-Update
2511,2784,2024-06-08,Plan Selection,3,110,viewed,6,Jun,Post-Update
2512,1726,2024-01-06,Pricing Page,2,30,clicked,1,Jan,Pre-Update
2513,2236,2024-03-27,Home,1,79,clicked,3,Mar,Post-Update
2514,916,2024-05-09,Plan Selection,3,47,viewed,5,May,Post-Update
2515,381,2024-05-28,Plan Selection,3,31,clicked,5,May,Post-Update
2516,2062,2024-02-11,Home,1,156,clicked,2,Feb,Pre-Update
2517,2551,2024-01-05,Plan Selection,3,158,dropped,1,Jan,Pre-Update
2518,2835,2024-04-21,Pricing Page,2,50,dropped,4,Apr,Post-Update
2519,398,2024-06-03,Payment,4,171,clicked,6,Jun,Post-Update
2520,2014,2024-01-18,Pricing Page,2,32,dropped,1,Jan,Pre-Update
2521,2410,2024-06-25,Pricing Page,2,49,dropped,6,Jun,Post-Update
2522,2036,2024-05-03,Pricing Page,2,61,clicked,5,May,Post-Update
2523,2316,2024-03-10,Plan Selection,3,191,viewed,3,Mar,Pre-Update
2524,2183,2024-04-13,Plan Selection,3,142,clicked,4,Apr,Post-Update
2525,1299,2024-02-26,Pricing Page,2,41,dropped,2,Feb,Pre-Update
2526,1476,2024-01-14,Confirmation,5,53,converted,1,Jan,Pre-Update
2527,1301,2024-04-02,Pricing Page,2,59,clicked,4,Apr,Post-Update
2528,2722,2024-01-21,Payment,4,187,viewed,1,Jan,Pre-Update
2529,2480,2024-03-20,Payment,4,68,clicked,3,Mar,Post-Update
2530,1830,2024-01-29,Confirmation,5,64,converted,1,Jan,Pre-Update
2531,1545,2024-05-17,Pricing Page,2,67,dropped,5,May,Post-Update
2532,359,2024-06-17,Pricing Page,2,57,dropped,6,Jun,Post-Update
2533,171,2024-01-14,Home,1,160,dropped,1,Jan,Pre-Update
2534,1950,2024-05-07,Plan Selection,3,159,dropped,5,May,Post-Update
2535,2566,2024-02-09,Plan Selection,3,201,dropped,2,Feb,Pre-Update
2536,744,2024-04-12,Home,1,155,clicked,4,Apr,Post-Update
2537,2120,2024-03-13,Confirmation,5,56,converted,3,Mar,Pre-Update
2538,1521,2024-05-30,Plan Selection,3,153,viewed,5,May,Post-Update
2539,292,2024-04-07,Pricing Page,2,50,viewed,4,Apr,Post-Update
2540,115,2024-04-22,Confirmation,5,22,converted,4,Apr,Post-Update
2541,1081,2024-04-20,Confirmation,5,24,converted,4,Apr,Post-Update
2542,1231,2024-05-31,Confirmation,5,63,converted,5,May,Post-Update
2543,1438,2024-04-16,Pricing Page,2,60,dropped,4,Apr,Post-Update
2544,2071,2024-06-14,Pricing Page,2,59,dropped,6,Jun,Post-Update
2545,1158,2024-04-20,Confirmation,5,137,converted,4,Apr,Post-Update
2546,1510,2024-04-19,Plan Selection,3,165,clicked,4,Apr,Post-Update
2547,1100,2024-05-26,Confirmation,5,66,converted,5,May,Post-Update
2548,1768,2024-01-18,Payment,4,75,clicked,1,Jan,Pre-Update
2549,1022,2024-02-25,Plan Selection,3,146,viewed,2,Feb,Pre-Update
2550,606,2024-03-24,Plan Selection,3,22,dropped,3,Mar,Post-Update
2551,126,2024-03-26,Pricing Page,2,61,dropped,3,Mar,Post-Update
2552,2118,2024-06-09,Pricing Page,2,66,clicked,6,Jun,Post-Update
2553,2540,2024-01-07,Plan Selection,3,22,clicked,1,Jan,Pre-Update
2554,2763,2024-03-01,Confirmation,5,119,converted,3,Mar,Pre-Update
2555,26,2024-03-13,Confirmation,5,140,converted,3,Mar,Pre-Update
2556,1064,2024-05-27,Home,1,127,viewed,5,May,Post-Update
2557,2605,2024-04-11,Home,1,66,viewed,4,Apr,Post-Update
2558,883,2024-06-28,Home,1,80,clicked,6,Jun,Post-Update
2559,2328,2024-02-02,Plan Selection,3,76,viewed,2,Feb,Pre-Update
2560,2147,2024-05-15,Plan Selection,3,151,viewed,5,May,Post-Update
2561,2073,2024-01-31,Payment,4,81,clicked,1,Jan,Pre-Update
2562,703,2024-05-23,Pricing Page,2,64,clicked,5,May,Post-Update
2563,1523,2024-04-29,Payment,4,182,dropped,4,Apr,Post-Update
2564,1309,2024-01-31,Plan Selection,3,47,clicked,1,Jan,Pre-Update
2565,243,2024-03-15,Payment,4,186,viewed,3,Mar,Post-Update
2566,139,2024-03-16,Confirmation,5,97,converted,3,Mar,Post-Update
2567,1112,2024-04-08,Plan Selection,3,96,clicked,4,Apr,Post-Update
2568,1044,2024-05-15,Plan Selection,3,57,dropped,5,May,Post-Update
2569,2459,2024-05-20,Pricing Page,2,60,dropped,5,May,Post-Update
2570,1136,2024-02-25,Pricing Page,2,31,dropped,2,Feb,Pre-Update
2571,709,2024-06-20,Home,1,59,dropped,6,Jun,Post-Update
2572,644,2024-03-30,Payment,4,152,dropped,3,Mar,Post-Update
2573,78,2024-01-07,Home,1,86,viewed,1,Jan,Pre-Update
2574,2864,2024-06-13,Plan Selection,3,154,clicked,6,Jun,Post-Update
2575,1478,2024-06-06,Payment,4,161,dropped,6,Jun,Post-Update
2576,1645,2024-02-15,Plan Selection,3,61,clicked,2,Feb,Pre-Update
2577,1893,2024-05-09,Plan Selection,3,57,dropped,5,May,Post-Update
2578,354,2024-01-17,Home,1,46,viewed,1,Jan,Pre-Update
2579,2112,2024-04-12,Plan Selection,3,184,dropped,4,Apr,Post-Update
2580,1577,2024-06-18,Home,1,162,clicked,6,Jun,Post-Update
2581,77,2024-05-14,Plan Selection,3,194,viewed,5,May,Post-Update
2582,2619,2024-02-02,Pricing Page,2,55,dropped,2,Feb,Pre-Update
2583,1171,2024-05-24,Payment,4,161,clicked,5,May,Post-Update
2584,622,2024-01-27,Home,1,33,dropped,1,Jan,Pre-Update
2585,2646,2024-05-01,Plan Selection,3,121,viewed,5,May,Post-Update
2586,1545,2024-04-30,Payment,4,189,dropped,4,Apr,Post-Update
2587,144,2024-05-24,Payment,4,175,viewed,5,May,Post-Update
2588,1738,2024-01-11,Plan Selection,3,117,dropped,1,Jan,Pre-Update
2589,2127,2024-03-04,Plan Selection,3,32,viewed,3,Mar,Pre-Update
2590,2976,2024-06-22,Payment,4,55,viewed,6,Jun,Post-Update
2591,2196,2024-04-19,Payment,4,82,clicked,4,Apr,Post-Update
2592,1182,2024-01-16,Pricing Page,2,58,viewed,1,Jan,Pre-Update
2593,460,2024-05-20,Pricing Page,2,61,clicked,5,May,Post-Update
2594,580,2024-05-26,Pricing Page,2,66,dropped,5,May,Post-Update
2595,2324,2024-06-11,Home,1,25,viewed,6,Jun,Post-Update
2596,1344,2024-03-18,Payment,4,148,dropped,3,Mar,Post-Update
2597,868,2024-02-11,Pricing Page,2,49,clicked,2,Feb,Pre-Update
2598,1464,2024-06-22,Pricing Page,2,61,viewed,6,Jun,Post-Update
2599,807,2024-04-13,Home,1,115,clicked,4,Apr,Post-Update
2600,2579,2024-05-31,Plan Selection,3,104,clicked,5,May,Post-Update
2601,1431,2024-04-26,Payment,4,21,viewed,4,Apr,Post-Update
2602,873,2024-05-20,Home,1,149,clicked,5,May,Post-Update
2603,729,2024-05-27,Pricing Page,2,46,dropped,5,May,Post-Update
2604,765,2024-06-28,Home,1,208,clicked,6,Jun,Post-Update
2605,2844,2024-04-15,Home,1,128,viewed,4,Apr,Post-Update
2606,50,2024-05-25,Confirmation,5,105,converted,5,May,Post-Update
2607,1350,2024-05-28,Payment,4,59,dropped,5,May,Post-Update
2608,951,2024-04-09,Payment,4,82,clicked,4,Apr,Post-Update
2609,2792,2024-03-21,Pricing Page,2,61,dropped,3,Mar,Post-Update
2610,1819,2024-02-21,Plan Selection,3,46,dropped,2,Feb,Pre-Update
2611,2821,2024-03-14,Pricing Page,2,54,clicked,3,Mar,Pre-Update
2612,2067,2024-02-02,Payment,4,125,clicked,2,Feb,Pre-Update
2613,1126,2024-04-20,Confirmation,5,173,converted,4,Apr,Post-Update
2614,901,2024-01-09,Pricing Page,2,45,clicked,1,Jan,Pre-Update
2615,549,2024-02-23,Confirmation,5,163,converted,2,Feb,Pre-Update
2616,144,2024-06-18,Plan Selection,3,175,clicked,6,Jun,Post-Update
2617,916,2024-06-03,Pricing Page,2,45,dropped,6,Jun,Post-Update
2618,2240,2024-03-24,Home,1,10,viewed,3,Mar,Post-Update
2619,2608,2024-01-04,Pricing Page,2,42,clicked,1,Jan,Pre-Update
2620,2205,2024-06-08,Pricing Page,2,50,dropped,6,Jun,Post-Update
2621,2044,2024-02-19,Pricing Page,2,54,dropped,2,Feb,Pre-Update
2622,813,2024-06-11,Plan Selection,3,156,viewed,6,Jun,Post-Update
2623,2465,2024-02-23,Home,1,48,viewed,2,Feb,Pre-Update
2624,87,2024-03-09,Payment,4,180,viewed,3,Mar,Pre-Update
2625,2385,2024-03-06,Pricing Page,2,32,dropped,3,Mar,Pre-Update
2626,1171,2024-04-11,Plan Selection,3,99,clicked,4,Apr,Post-Update
2627,1489,2024-03-09,Pricing Page,2,54,viewed,3,Mar,Pre-Update
2628,757,2024-03-18,Pricing Page,2,57,dropped,3,Mar,Post-Update
2629,706,2024-01-17,Payment,4,96,viewed,1,Jan,Pre-Update
2630,1386,2024-03-22,Payment,4,202,dropped,3,Mar,Post-Update
2631,842,2024-05-06,Plan Selection,3,37,viewed,5,May,Post-Update
2632,1109,2024-04-14,Payment,4,30,dropped,4,Apr,Post-Update
2633,2207,2024-01-11,Home,1,49,viewed,1,Jan,Pre-Update
2634,884,2024-01-25,Payment,4,123,clicked,1,Jan,Pre-Update
2635,1587,2024-02-25,Confirmation,5,182,converted,2,Feb,Pre-Update
2636,1344,2024-04-26,Confirmation,5,108,converted,4,Apr,Post-Update
2637,2389,2024-04-02,Home,1,60,viewed,4,Apr,Post-Update
2638,602,2024-04-23,Plan Selection,3,179,clicked,4,Apr,Post-Update
2639,1206,2024-02-14,Home,1,84,viewed,2,Feb,Pre-Update
2640,2724,2024-01-22,Payment,4,13,clicked,1,Jan,Pre-Update
2641,845,2024-01-01,Home,1,183,viewed,1,Jan,Pre-Update
2642,1456,2024-06-24,Pricing Page,2,39,dropped,6,Jun,Post-Update
2643,110,2024-01-17,Pricing Page,2,42,dropped,1,Jan,Pre-Update
2644,2841,2024-04-24,Pricing Page,2,58,dropped,4,Apr,Post-Update
2645,1592,2024-01-15,Payment,4,182,viewed,1,Jan,Pre-Update
2646,1794,2024-03-28,Plan Selection,3,137,clicked,3,Mar,Post-Update
2647,2336,2024-06-07,Home,1,138,dropped,6,Jun,Post-Update
2648,823,2024-02-15,Pricing Page,2,43,viewed,2,Feb,Pre-Update
2649,270,2024-05-25,Payment,4,76,clicked,5,May,Post-Update
2650,391,2024-03-07,Pricing Page,2,35,clicked,3,Mar,Pre-Update
2651,3,2024-03-29,Pricing Page,2,59,dropped,3,Mar,Post-Update
2652,1575,2024-04-16,Pricing Page,2,41,dropped,4,Apr,Post-Update
2653,2512,2024-06-08,Confirmation,5,172,converted,6,Jun,Post-Update
2654,1189,2024-04-07,Plan Selection,3,194,dropped,4,Apr,Post-Update
2655,2105,2024-02-10,Home,1,88,viewed,2,Feb,Pre-Update
2656,1321,2024-03-19,Payment,4,186,viewed,3,Mar,Post-Update
2657,2578,2024-04-17,Pricing Page,2,43,clicked,4,Apr,Post-Update
2658,504,2024-04-19,Plan Selection,3,168,clicked,4,Apr,Post-Update
2659,1885,2024-06-18,Payment,4,43,clicked,6,Jun,Post-Update
2660,2363,2024-04-11,Pricing Page,2,53,dropped,4,Apr,Post-Update
2661,2328,2024-01-16,Home,1,50,viewed,1,Jan,Pre-Update
2662,249,2024-02-06,Payment,4,44,viewed,2,Feb,Pre-Update
2663,1529,2024-05-11,Home,1,81,clicked,5,May,Post-Update
2664,798,2024-06-16,Payment,4,79,clicked,6,Jun,Post-Update
2665,852,2024-04-22,Pricing Page,2,51,dropped,4,Apr,Post-Update
2666,2497,2024-06-05,Payment,4,109,dropped,6,Jun,Post-Update
2667,2037,2024-02-22,Pricing Page,2,37,viewed,2,Feb,Pre-Update
2668,329,2024-04-24,Payment,4,64,viewed,4,Apr,Post-Update
2669,1512,2024-06-16,Home,1,166,clicked,6,Jun,Post-Update
2670,1687,2024-01-12,Plan Selection,3,205,viewed,1,Jan,Pre-Update
2671,2946,2024-06-22,Payment,4,94,clicked,6,Jun,Post-Update
2672,1146,2024-02-27,Pricing Page,2,38,dropped,2,Feb,Pre-Update
2673,2062,2024-01-18,Pricing Page,2,54,viewed,1,Jan,Pre-Update
2674,1881,2024-05-05,Plan Selection,3,168,dropped,5,May,Post-Update
2675,2595,2024-04-14,Pricing Page,2,59,clicked,4,Apr,Post-Update
2676,969,2024-04-07,Payment,4,21,dropped,4,Apr,Post-Update
2677,602,2024-05-21,Pricing Page,2,42,viewed,5,May,Post-Update
2678,136,2024-04-01,Pricing Page,2,53,dropped,4,Apr,Post-Update
2679,2809,2024-05-28,Pricing Page,2,66,viewed,5,May,Post-Update
2680,2712,2024-04-26,Plan Selection,3,139,viewed,4,Apr,Post-Update
2681,1358,2024-02-11,Payment,4,62,viewed,2,Feb,Pre-Update
2682,2811,2024-06-02,Pricing Page,2,55,clicked,6,Jun,Post-Update
2683,2251,2024-04-22,Payment,4,97,viewed,4,Apr,Post-Update
2684,2260,2024-06-15,Pricing Page,2,67,viewed,6,Jun,Post-Update
2685,1567,2024-06-14,Home,1,68,clicked,6,Jun,Post-Update
2686,1052,2024-03-15,Home,1,177,dropped,3,Mar,Post-Update
2687,558,2024-04-02,Confirmation,5,100,converted,4,Apr,Post-Update
2688,807,2024-06-27,Home,1,150,dropped,6,Jun,Post-Update
2689,1445,2024-01-10,Payment,4,195,dropped,1,Jan,Pre-Update
2690,361,2024-01-12,Confirmation,5,124,converted,1,Jan,Pre-Update
2691,4,2024-02-22,Pricing Page,2,42,clicked,2,Feb,Pre-Update
2692,727,2024-01-22,Payment,4,207,clicked,1,Jan,Pre-Update
2693,2169,2024-04-18,Payment,4,80,clicked,4,Apr,Post-Update
2694,817,2024-04-12,Home,1,82,viewed,4,Apr,Post-Update
2695,2327,2024-04-11,Pricing Page,2,59,dropped,4,Apr,Post-Update
2696,2328,2024-02-24,Home,1,14,clicked,2,Feb,Pre-Update
2697,2102,2024-06-01,Home,1,14,viewed,6,Jun,Post-Update
2698,2578,2024-06-18,Home,1,164,clicked,6,Jun,Post-Update
2699,561,2024-03-19,Plan Selection,3,164,dropped,3,Mar,Post-Update
2700,2253,2024-05-09,Pricing Page,2,51,dropped,5,May,Post-Update
2701,571,2024-01-04,Plan Selection,3,125,clicked,1,Jan,Pre-Update
2702,2505,2024-02-11,Plan Selection,3,120,viewed,2,Feb,Pre-Update
2703,1239,2024-04-22,Payment,4,109,viewed,4,Apr,Post-Update
2704,2540,2024-04-24,Plan Selection,3,42,viewed,4,Apr,Post-Update
2705,1139,2024-06-26,Payment,4,188,dropped,6,Jun,Post-Update
2706,296,2024-01-06,Payment,4,43,clicked,1,Jan,Pre-Update
2707,2672,2024-04-22,Pricing Page,2,45,dropped,4,Apr,Post-Update
2708,1393,2024-01-31,Pricing Page,2,50,dropped,1,Jan,Pre-Update
2709,1512,2024-02-03,Pricing Page,2,45,dropped,2,Feb,Pre-Update
2710,1093,2024-04-27,Home,1,185,viewed,4,Apr,Post-Update
2711,2369,2024-02-23,Home,1,141,viewed,2,Feb,Pre-Update
2712,2530,2024-02-28,Home,1,113,clicked,2,Feb,Pre-Update
2713,2697,2024-04-22,Pricing Page,2,45,viewed,4,Apr,Post-Update
2714,2686,2024-05-08,Payment,4,55,clicked,5,May,Post-Update
2715,2758,2024-01-07,Pricing Page,2,59,clicked,1,Jan,Pre-Update
2716,1126,2024-06-08,Pricing Page,2,60,viewed,6,Jun,Post-Update
2717,464,2024-01-27,Pricing Page,2,57,clicked,1,Jan,Pre-Update
2718,2363,2024-06-01,Payment,4,164,clicked,6,Jun,Post-Update
2719,195,2024-03-30,Pricing Page,2,65,clicked,3,Mar,Post-Update
2720,75,2024-06-03,Home,1,88,clicked,6,Jun,Post-Update
2721,2309,2024-05-03,Home,1,97,viewed,5,May,Post-Update
2722,658,2024-03-08,Pricing Page,2,57,dropped,3,Mar,Pre-Update
2723,825,2024-03-02,Payment,4,76,dropped,3,Mar,Pre-Update
2724,778,2024-01-26,Confirmation,5,61,converted,1,Jan,Pre-Update
2725,1444,2024-04-23,Plan Selection,3,133,viewed,4,Apr,Post-Update
2726,255,2024-03-24,Home,1,184,dropped,3,Mar,Post-Update
2727,1313,2024-04-10,Pricing Page,2,56,clicked,4,Apr,Post-Update
2728,2110,2024-03-10,Payment,4,201,clicked,3,Mar,Pre-Update
2729,2200,2024-05-06,Pricing Page,2,50,dropped,5,May,Post-Update
2730,2027,2024-05-27,Home,1,171,viewed,5,May,Post-Update
2731,2893,2024-02-04,Home,1,165,viewed,2,Feb,Pre-Update
2732,2997,2024-06-29,Confirmation,5,208,converted,6,Jun,Post-Update
2733,2928,2024-06-11,Plan Selection,3,27,viewed,6,Jun,Post-Update
2734,1649,2024-03-25,Plan Selection,3,204,viewed,3,Mar,Post-Update
2735,828,2024-06-05,Plan Selection,3,192,dropped,6,Jun,Post-Update
2736,1764,2024-05-13,Confirmation,5,102,converted,5,May,Post-Update
2737,1520,2024-01-26,Home,1,115,dropped,1,Jan,Pre-Update
2738,2249,2024-04-09,Pricing Page,2,61,dropped,4,Apr,Post-Update
2739,746,2024-04-28,Plan Selection,3,148,viewed,4,Apr,Post-Update
2740,866,2024-05-28,Pricing Page,2,59,viewed,5,May,Post-Update
2741,1229,2024-02-23,Pricing Page,2,40,dropped,2,Feb,Pre-Update
2742,329,2024-03-20,Payment,4,22,viewed,3,Mar,Post-Update
2743,611,2024-06-27,Pricing Page,2,56,dropped,6,Jun,Post-Update
2744,2215,2024-03-04,Plan Selection,3,130,clicked,3,Mar,Pre-Update
2745,942,2024-02-23,Plan Selection,3,167,clicked,2,Feb,Pre-Update
2746,945,2024-04-12,Confirmation,5,160,converted,4,Apr,Post-Update
2747,280,2024-02-07,Payment,4,36,clicked,2,Feb,Pre-Update
2748,1876,2024-06-14,Plan Selection,3,164,viewed,6,Jun,Post-Update
2749,1366,2024-01-02,Plan Selection,3,89,viewed,1,Jan,Pre-Update
2750,1322,2024-03-17,Payment,4,154,dropped,3,Mar,Post-Update
2751,2804,2024-01-02,Pricing Page,2,35,dropped,1,Jan,Pre-Update
2752,1224,2024-03-25,Home,1,29,dropped,3,Mar,Post-Update
2753,2046,2024-05-29,Home,1,190,clicked,5,May,Post-Update
2754,2304,2024-06-20,Pricing Page,2,49,dropped,6,Jun,Post-Update
2755,1979,2024-04-21,Home,1,153,dropped,4,Apr,Post-Update
2756,64,2024-03-14,Confirmation,5,130,converted,3,Mar,Pre-Update
2757,362,2024-05-24,Plan Selection,3,150,viewed,5,May,Post-Update
2758,579,2024-06-26,Pricing Page,2,60,clicked,6,Jun,Post-Update
2759,490,2024-05-22,Pricing Page,2,66,dropped,5,May,Post-Update
2760,1949,2024-03-08,Confirmation,5,110,converted,3,Mar,Pre-Update
2761,2222,2024-02-04,Payment,4,35,clicked,2,Feb,Pre-Update
2762,2194,2024-03-10,Payment,4,106,dropped,3,Mar,Pre-Update
2763,2198,2024-06-21,Plan Selection,3,203,dropped,6,Jun,Post-Update
2764,2466,2024-05-01,Confirmation,5,108,converted,5,May,Post-Update
2765,2252,2024-02-20,Home,1,181,viewed,2,Feb,Pre-Update
2766,2377,2024-03-02,Pricing Page,2,48,dropped,3,Mar,Pre-Update
2767,2716,2024-01-09,Plan Selection,3,107,viewed,1,Jan,Pre-Update
2768,2561,2024-05-02,Payment,4,22,viewed,5,May,Post-Update
2769,348,2024-06-29,Plan Selection,3,46,dropped,6,Jun,Post-Update
2770,1556,2024-04-09,Pricing Page,2,48,dropped,4,Apr,Post-Update
2771,2284,2024-02-26,Pricing Page,2,43,clicked,2,Feb,Pre-Update
2772,2037,2024-02-02,Payment,4,175,clicked,2,Feb,Pre-Update
2773,278,2024-06-14,Pricing Page,2,61,viewed,6,Jun,Post-Update
2774,1875,2024-01-26,Payment,4,152,dropped,1,Jan,Pre-Update
2775,806,2024-01-19,Plan Selection,3,43,viewed,1,Jan,Pre-Update
2776,756,2024-01-02,Pricing Page,2,43,dropped,1,Jan,Pre-Update
2777,1113,2024-05-30,Home,1,149,clicked,5,May,Post-Update
2778,2399,2024-06-04,Confirmation,5,198,converted,6,Jun,Post-Update
2779,12,2024-02-03,Confirmation,5,21,converted,2,Feb,Pre-Update
2780,1543,2024-03-13,Pricing Page,2,32,dropped,3,Mar,Pre-Update
2781,2589,2024-02-16,Plan Selection,3,159,viewed,2,Feb,Pre-Update
2782,2676,2024-04-14,Pricing Page,2,47,viewed,4,Apr,Post-Update
2783,2682,2024-04-10,Home,1,177,viewed,4,Apr,Post-Update
2784,2712,2024-06-06,Plan Selection,3,124,viewed,6,Jun,Post-Update
2785,78,2024-02-21,Pricing Page,2,57,clicked,2,Feb,Pre-Update
2786,1835,2024-04-29,Pricing Page,2,49,dropped,4,Apr,Post-Update
2787,1626,2024-01-14,Payment,4,109,clicked,1,Jan,Pre-Update
2788,2299,2024-01-15,Home,1,53,viewed,1,Jan,Pre-Update
2789,1211,2024-04-16,Payment,4,179,dropped,4,Apr,Post-Update
2790,2522,2024-06-24,Pricing Page,2,60,clicked,6,Jun,Post-Update
2791,1421,2024-01-25,Pricing Page,2,57,viewed,1,Jan,Pre-Update
2792,1037,2024-02-16,Pricing Page,2,42,dropped,2,Feb,Pre-Update
2793,2106,2024-02-29,Plan Selection,3,156,dropped,2,Feb,Pre-Update
2794,2931,2024-05-20,Confirmation,5,96,converted,5,May,Post-Update
2795,927,2024-02-14,Pricing Page,2,52,viewed,2,Feb,Pre-Update
2796,2353,2024-04-05,Pricing Page,2,61,dropped,4,Apr,Post-Update
2797,1221,2024-04-10,Plan Selection,3,34,viewed,4,Apr,Post-Update
2798,1001,2024-06-02,Pricing Page,2,56,dropped,6,Jun,Post-Update
2799,872,2024-01-28,Payment,4,199,dropped,1,Jan,Pre-Update
2800,1853,2024-05-27,Pricing Page,2,58,clicked,5,May,Post-Update
2801,1300,2024-01-18,Home,1,131,clicked,1,Jan,Pre-Update
2802,1919,2024-05-11,Plan Selection,3,76,clicked,5,May,Post-Update
2803,2521,2024-03-30,Confirmation,5,68,converted,3,Mar,Post-Update
2804,1801,2024-01-22,Payment,4,138,viewed,1,Jan,Pre-Update
2805,278,2024-01-10,Confirmation,5,168,converted,1,Jan,Pre-Update
2806,2941,2024-04-06,Plan Selection,3,204,viewed,4,Apr,Post-Update
2807,2116,2024-03-04,Plan Selection,3,42,viewed,3,Mar,Pre-Update
2808,2776,2024-06-25,Home,1,136,viewed,6,Jun,Post-Update
2809,786,2024-05-26,Pricing Page,2,63,dropped,5,May,Post-Update
2810,461,2024-01-22,Home,1,72,dropped,1,Jan,Pre-Update
2811,2717,2024-01-04,Pricing Page,2,54,viewed,1,Jan,Pre-Update
2812,322,2024-05-29,Payment,4,120,clicked,5,May,Post-Update
2813,301,2024-03-21,Confirmation,5,58,converted,3,Mar,Post-Update
2814,1385,2024-04-16,Plan Selection,3,202,dropped,4,Apr,Post-Update
2815,183,2024-05-12,Pricing Page,2,43,dropped,5,May,Post-Update
2816,1860,2024-05-29,Pricing Page,2,62,dropped,5,May,Post-Update
2817,882,2024-03-14,Home,1,112,dropped,3,Mar,Pre-Update
2818,124,2024-06-05,Home,1,83,clicked,6,Jun,Post-Update
2819,576,2024-02-03,Pricing Page,2,35,viewed,2,Feb,Pre-Update
2820,2619,2024-05-07,Confirmation,5,98,converted,5,May,Post-Update
2821,1434,2024-01-11,Payment,4,42,dropped,1,Jan,Pre-Update
2822,1765,2024-02-22,Plan Selection,3,124,viewed,2,Feb,Pre-Update
2823,905,2024-01-17,Plan Selection,3,110,viewed,1,Jan,Pre-Update
2824,2158,2024-01-11,Home,1,117,dropped,1,Jan,Pre-Update
2825,1912,2024-03-20,Pricing Page,2,41,clicked,3,Mar,Post-Update
2826,820,2024-02-04,Home,1,26,dropped,2,Feb,Pre-Update
2827,2535,2024-01-31,Pricing Page,2,31,dropped,1,Jan,Pre-Update
2828,1886,2024-01-11,Pricing Page,2,54,viewed,1,Jan,Pre-Update
2829,2107,2024-01-09,Home,1,119,clicked,1,Jan,Pre-Update
2830,2997,2024-01-02,Home,1,40,viewed,1,Jan,Pre-Update
2831,2438,2024-01-19,Home,1,27,dropped,1,Jan,Pre-Update
2832,2285,2024-02-04,Plan Selection,3,163,viewed,2,Feb,Pre-Update
2833,2610,2024-06-01,Plan Selection,3,119,viewed,6,Jun,Post-Update
2834,2510,2024-03-29,Confirmation,5,60,converted,3,Mar,Post-Update
2835,1298,2024-03-13,Plan Selection,3,77,clicked,3,Mar,Pre-Update
2836,2349,2024-02-13,Payment,4,114,dropped,2,Feb,Pre-Update
2837,2261,2024-04-14,Plan Selection,3,88,dropped,4,Apr,Post-Update
2838,688,2024-06-12,Payment,4,104,viewed,6,Jun,Post-Update
2839,2367,2024-03-17,Payment,4,112,clicked,3,Mar,Post-Update
2840,2658,2024-04-14,Pricing Page,2,50,dropped,4,Apr,Post-Update
2841,2913,2024-03-30,Plan Selection,3,83,dropped,3,Mar,Post-Update
2842,1518,2024-01-30,Pricing Page,2,31,dropped,1,Jan,Pre-Update
2843,496,2024-01-12,Payment,4,202,clicked,1,Jan,Pre-Update
2844,2145,2024-04-20,Confirmation,5,155,converted,4,Apr,Post-Update
2845,2722,2024-03-04,Home,1,24,clicked,3,Mar,Pre-Update
2846,593,2024-01-26,Home,1,42,clicked,1,Jan,Pre-Update
2847,2406,2024-04-25,Payment,4,206,clicked,4,Apr,Post-Update
2848,2855,2024-01-03,Pricing Page,2,32,viewed,1,Jan,Pre-Update
2849,1666,2024-03-28,Payment,4,62,dropped,3,Mar,Post-Update
2850,1978,2024-01-05,Home,1,153,dropped,1,Jan,Pre-Update
2851,1136,2024-04-14,Payment,4,204,viewed,4,Apr,Post-Update
2852,812,2024-03-21,Pricing Page,2,58,dropped,3,Mar,Post-Update
2853,617,2024-02-15,Plan Selection,3,110,clicked,2,Feb,Pre-Update
2854,750,2024-04-17,Pricing Page,2,48,dropped,4,Apr,Post-Update
2855,1747,2024-04-01,Payment,4,76,clicked,4,Apr,Post-Update
2856,2430,2024-06-23,Pricing Page,2,38,viewed,6,Jun,Post-Update
2857,2582,2024-03-01,Home,1,108,dropped,3,Mar,Pre-Update
2858,958,2024-01-22,Plan Selection,3,173,dropped,1,Jan,Pre-Update
2859,1375,2024-05-14,Pricing Page,2,53,dropped,5,May,Post-Update
2860,893,2024-05-17,Confirmation,5,66,converted,5,May,Post-Update
2861,1990,2024-03-26,Pricing Page,2,52,dropped,3,Mar,Post-Update
2862,268,2024-04-01,Pricing Page,2,62,dropped,4,Apr,Post-Update
2863,1954,2024-04-23,Home,1,204,clicked,4,Apr,Post-Update
2864,2685,2024-03-10,Pricing Page,2,30,dropped,3,Mar,Pre-Update
2865,2464,2024-06-27,Pricing Page,2,49,dropped,6,Jun,Post-Update
2866,1890,2024-03-24,Pricing Page,2,57,dropped,3,Mar,Post-Update
2867,1270,2024-06-06,Home,1,178,viewed,6,Jun,Post-Update
2868,409,2024-06-09,Home,1,94,dropped,6,Jun,Post-Update
