subscription_id,user_id,plan_type,start_date,end_date,cancellation_reason,churn_flag,subscription_month,active_days,subscription_period
347,120,Monthly_499,2024-04-25,2024-07-18,Hard to Cancel,1,4,84.0,Post-Update
348,457,Monthly_499,2024-04-16,,,0,4,,Post-Update
349,2155,Monthly_499,2024-05-06,,,0,5,,Post-Update
350,2959,Quarterly_1299,2024-01-24,2024-02-13,Not Using App,1,1,20.0,Pre-Update
351,1310,Monthly_499,2024-03-26,,,0,3,,Post-Update
352,644,Monthly_499,2024-03-19,2024-04-17,Hard to Cancel,1,3,29.0,Post-Update
353,2206,Quarterly_1299,2024-03-14,,,0,3,,Pre-Update
354,2462,Monthly_499,2024-04-09,,,0,4,,Post-Update
355,2651,Monthly_499,2024-02-04,,,0,2,,Pre-Update
356,1661,Annual_3999,2024-01-21,2024-02-27,Hard to Cancel,1,1,37.0,Pre-Update
357,865,Monthly_499,2024-02-15,2024-02-25,Too Expensive,1,2,10.0,Pre-Update
358,1861,Quarterly_1299,2024-01-20,2024-02-21,Too Expensive,1,1,32.0,Pre-Update
359,765,Monthly_499,2024-04-21,,,0,4,,Post-Update
360,1558,Monthly_499,2024-04-06,,,0,4,,Post-Update
361,1344,Monthly_499,2024-03-07,2024-04-29,Not Using App,1,3,53.0,Pre-Update
362,2593,Monthly_499,2024-05-27,2024-07-19,Not Using App,1,5,53.0,Post-Update
363,2880,Monthly_499,2024-04-25,,,0,4,,Post-Update
364,1271,Monthly_499,2024-01-17,,,0,1,,Pre-Update
365,1667,Annual_3999,2024-06-16,2024-07-17,Hard to Cancel,1,6,31.0,Post-Update
366,1067,Monthly_499,2024-01-17,,,0,1,,Pre-Update
367,374,Annual_3999,2024-04-28,2024-07-21,Hard to Cancel,1,4,84.0,Post-Update
368,1571,Quarterly_1299,2024-03-19,,,0,3,,Post-Update
369,2637,Monthly_499,2024-01-31,,,0,1,,Pre-Update
370,74,Quarterly_1299,2024-04-06,2024-05-05,Hard to Cancel,1,4,29.0,Post-Update
371,930,Quarterly_1299,2024-04-03,,,0,4,,Post-Update
372,1163,Monthly_499,2024-06-21,2024-09-07,Found Better App,1,6,78.0,Post-Update
373,2462,Annual_3999,2024-03-27,2024-04-10,Not Using App,1,3,14.0,Post-Update
374,2342,Monthly_499,2024-04-06,2024-05-15,Too Expensive,1,4,39.0,Post-Update
375,2790,Monthly_499,2024-05-30,,,0,5,,Post-Update
376,2198,Monthly_499,2024-04-09,2024-06-28,Hard to Cancel,1,4,80.0,Post-Update
377,2247,Monthly_499,2024-04-02,2024-05-02,Hard to Cancel,1,4,30.0,Post-Update
378,294,Monthly_499,2024-06-23,,,0,6,,Post-Update
379,13,Monthly_499,2024-06-08,2024-07-31,Too Expensive,1,6,53.0,Post-Update
380,2422,Monthly_499,2024-06-23,2024-08-12,Hard to Cancel,1,6,50.0,Post-Update
381,2547,Quarterly_1299,2024-01-06,,,0,1,,Pre-Update
382,220,Quarterly_1299,2024-03-15,,,0,3,,Post-Update
383,1077,Monthly_499,2024-06-04,,,0,6,,Post-Update
384,557,Monthly_499,2024-02-05,2024-04-03,Too Expensive,1,2,58.0,Pre-Update
385,1912,Quarterly_1299,2024-02-25,,,0,2,,Pre-Update
386,845,Quarterly_1299,2024-05-06,2024-08-01,Hard to Cancel,1,5,87.0,Post-Update
387,1395,Monthly_499,2024-04-01,2024-04-22,Hard to Cancel,1,4,21.0,Post-Update
388,1710,Monthly_499,2024-04-28,,,0,4,,Post-Update
389,1603,Monthly_499,2024-01-26,2024-02-11,Too Expensive,1,1,16.0,Pre-Update
390,2080,Monthly_499,2024-06-11,2024-08-11,Hard to Cancel,1,6,61.0,Post-Update
391,1559,Monthly_499,2024-02-28,,,0,2,,Pre-Update
392,1907,Monthly_499,2024-01-14,2024-04-04,Too Expensive,1,1,81.0,Pre-Update
393,2417,Monthly_499,2024-01-27,2024-03-28,Found Better App,1,1,61.0,Pre-Update
394,1300,Monthly_499,2024-04-09,,,0,4,,Post-Update
395,1288,Monthly_499,2024-03-31,2024-04-18,Found Better App,1,3,18.0,Post-Update
396,721,Monthly_499,2024-03-23,2024-05-07,Found Better App,1,3,45.0,Post-Update
397,1526,Quarterly_1299,2024-04-23,2024-05-21,Hard to Cancel,1,4,28.0,Post-Update
398,2203,Annual_3999,2024-02-09,,,0,2,,Pre-Update
399,1492,Monthly_499,2024-06-24,,,0,6,,Post-Update
400,217,Monthly_499,2024-06-11,2024-07-30,Hard to Cancel,1,6,49.0,Post-Update
401,2745,Annual_3999,2024-01-26,2024-04-14,Too Expensive,1,1,79.0,Pre-Update
402,2505,Monthly_499,2024-02-27,,,0,2,,Pre-Update
403,489,Monthly_499,2024-03-05,,,0,3,,Pre-Update
404,627,Monthly_499,2024-05-21,2024-07-09,Hard to Cancel,1,5,49.0,Post-Update
405,2669,Monthly_499,2024-04-22,2024-05-11,Not Using App,1,4,19.0,Post-Update
406,1143,Monthly_499,2024-04-30,,,0,4,,Post-Update
407,14,Monthly_499,2024-02-23,2024-05-01,Too Expensive,1,2,68.0,Pre-Update
408,2212,Monthly_499,2024-04-05,,,0,4,,Post-Update
409,1298,Monthly_499,2024-04-07,2024-06-06,Hard to Cancel,1,4,60.0,Post-Update
410,1057,Monthly_499,2024-04-22,,,0,4,,Post-Update
411,2247,Quarterly_1299,2024-04-19,2024-05-20,Found Better App,1,4,31.0,Post-Update
412,224,Annual_3999,2024-03-20,2024-05-16,Too Expensive,1,3,57.0,Post-Update
413,2194,Monthly_499,2024-01-26,2024-04-14,Hard to Cancel,1,1,79.0,Pre-Update
414,355,Monthly_499,2024-01-27,,,0,1,,Pre-Update
415,858,Annual_3999,2024-06-23,,,0,6,,Post-Update
416,1409,Monthly_499,2024-05-16,,,0,5,,Post-Update
417,2608,Monthly_499,2024-04-09,2024-04-26,Hard to Cancel,1,4,17.0,Post-Update
418,1314,Monthly_499,2024-05-16,2024-07-21,Hard to Cancel,1,5,66.0,Post-Update
419,813,Quarterly_1299,2024-06-16,2024-06-27,Hard to Cancel,1,6,11.0,Post-Update
420,2827,Quarterly_1299,2024-01-22,2024-02-20,Not Using App,1,1,29.0,Pre-Update
421,1802,Monthly_499,2024-01-02,2024-01-26,Too Expensive,1,1,24.0,Pre-Update
422,735,Monthly_499,2024-01-28,,,0,1,,Pre-Update
423,1366,Monthly_499,2024-01-26,2024-02-25,Not Using App,1,1,30.0,Pre-Update
424,2373,Quarterly_1299,2024-03-17,,,0,3,,Post-Update
425,614,Monthly_499,2024-04-08,,,0,4,,Post-Update
426,351,Monthly_499,2024-06-17,,,0,6,,Post-Update
427,1644,Quarterly_1299,2024-05-03,,,0,5,,Post-Update
428,1236,Monthly_499,2024-06-03,,,0,6,,Post-Update
429,2560,Annual_3999,2024-03-31,2024-05-01,Too Expensive,1,3,31.0,Post-Update
430,1547,Monthly_499,2024-04-17,2024-05-22,Too Expensive,1,4,35.0,Post-Update
431,1145,Monthly_499,2024-06-11,,,0,6,,Post-Update
432,2706,Monthly_499,2024-04-12,,,0,4,,Post-Update
433,1236,Quarterly_1299,2024-02-01,,,0,2,,Pre-Update
434,552,Annual_3999,2024-01-15,2024-03-22,Too Expensive,1,1,67.0,Pre-Update
435,2785,Monthly_499,2024-03-11,,,0,3,,Pre-Update
436,1740,Quarterly_1299,2024-01-14,,,0,1,,Pre-Update
437,1962,Quarterly_1299,2024-04-09,2024-05-13,Too Expensive,1,4,34.0,Post-Update
438,2150,Quarterly_1299,2024-06-28,2024-09-22,Too Expensive,1,6,86.0,Post-Update
439,2759,Quarterly_1299,2024-06-15,,,0,6,,Post-Update
440,1987,Monthly_499,2024-01-01,2024-03-04,Found Better App,1,1,63.0,Pre-Update
441,971,Monthly_499,2024-01-06,,,0,1,,Pre-Update
442,974,Quarterly_1299,2024-02-28,2024-03-20,Hard to Cancel,1,2,21.0,Pre-Update
443,2901,Monthly_499,2024-04-18,2024-05-13,Found Better App,1,4,25.0,Post-Update
444,2409,Monthly_499,2024-03-09,2024-04-06,Hard to Cancel,1,3,28.0,Pre-Update
445,2823,Quarterly_1299,2024-02-27,,,0,2,,Pre-Update
446,1050,Quarterly_1299,2024-06-18,2024-08-28,Found Better App,1,6,71.0,Post-Update
447,2992,Monthly_499,2024-03-13,,,0,3,,Pre-Update
448,805,Annual_3999,2024-05-16,,,0,5,,Post-Update
449,489,Monthly_499,2024-06-22,,,0,6,,Post-Update
450,444,Monthly_499,2024-06-15,,,0,6,,Post-Update
451,1386,Monthly_499,2024-03-07,2024-04-21,Not Using App,1,3,45.0,Pre-Update
452,1054,Quarterly_1299,2024-04-08,,,0,4,,Post-Update
453,2283,Monthly_499,2024-04-04,2024-05-25,Hard to Cancel,1,4,51.0,Post-Update
454,2552,Monthly_499,2024-03-14,2024-05-05,Hard to Cancel,1,3,52.0,Pre-Update
455,1930,Monthly_499,2024-01-16,2024-03-06,Found Better App,1,1,50.0,Pre-Update
456,308,Monthly_499,2024-05-15,,,0,5,,Post-Update
457,1742,Monthly_499,2024-06-20,2024-09-04,Too Expensive,1,6,76.0,Post-Update
458,2135,Monthly_499,2024-04-25,2024-07-05,Too Expensive,1,4,71.0,Post-Update
459,264,Quarterly_1299,2024-03-13,,,0,3,,Pre-Update
460,263,Monthly_499,2024-01-13,2024-04-04,Found Better App,1,1,82.0,Pre-Update
461,988,Monthly_499,2024-02-10,2024-04-20,Not Using App,1,2,70.0,Pre-Update
462,320,Monthly_499,2024-04-01,2024-06-20,Found Better App,1,4,80.0,Post-Update
463,2481,Quarterly_1299,2024-03-24,,,0,3,,Post-Update
464,929,Monthly_499,2024-02-18,2024-03-09,Found Better App,1,2,20.0,Pre-Update
465,2529,Quarterly_1299,2024-04-29,,,0,4,,Post-Update
466,957,Monthly_499,2024-05-23,,,0,5,,Post-Update
467,434,Quarterly_1299,2024-05-30,2024-08-01,Not Using App,1,5,63.0,Post-Update
468,523,Monthly_499,2024-03-05,2024-03-28,Too Expensive,1,3,23.0,Pre-Update
469,71,Annual_3999,2024-02-04,,,0,2,,Pre-Update
470,2474,Monthly_499,2024-03-15,,,0,3,,Post-Update
471,2714,Quarterly_1299,2024-02-25,2024-04-10,Not Using App,1,2,45.0,Pre-Update
472,18,Monthly_499,2024-01-06,2024-02-27,Found Better App,1,1,52.0,Pre-Update
473,2466,Annual_3999,2024-03-24,,,0,3,,Post-Update
474,2545,Monthly_499,2024-04-17,2024-05-23,Not Using App,1,4,36.0,Post-Update
475,1866,Quarterly_1299,2024-06-17,2024-07-19,Hard to Cancel,1,6,32.0,Post-Update
476,669,Quarterly_1299,2024-01-15,2024-01-31,Hard to Cancel,1,1,16.0,Pre-Update
477,2370,Monthly_499,2024-06-18,,,0,6,,Post-Update
478,2561,Monthly_499,2024-06-28,,,0,6,,Post-Update
479,2368,Monthly_499,2024-06-23,2024-08-16,Too Expensive,1,6,54.0,Post-Update
480,1703,Quarterly_1299,2024-06-09,,,0,6,,Post-Update
481,2223,Monthly_499,2024-05-15,2024-06-04,Too Expensive,1,5,20.0,Post-Update
482,2882,Monthly_499,2024-05-20,,,0,5,,Post-Update
483,1793,Monthly_499,2024-05-25,,,0,5,,Post-Update
484,401,Monthly_499,2024-03-06,,,0,3,,Pre-Update
485,1222,Monthly_499,2024-02-19,,,0,2,,Pre-Update
486,2564,Monthly_499,2024-05-10,2024-05-29,Hard to Cancel,1,5,19.0,Post-Update
487,2714,Monthly_499,2024-01-30,2024-04-08,Not Using App,1,1,69.0,Pre-Update
488,923,Monthly_499,2024-03-14,2024-04-24,Found Better App,1,3,41.0,Pre-Update
489,1354,Monthly_499,2024-03-27,,,0,3,,Post-Update
490,1785,Annual_3999,2024-05-16,,,0,5,,Post-Update
491,1435,Monthly_499,2024-02-27,,,0,2,,Pre-Update
492,2602,Annual_3999,2024-05-09,,,0,5,,Post-Update
493,2264,Monthly_499,2024-04-11,2024-06-01,Too Expensive,1,4,51.0,Post-Update
494,133,Monthly_499,2024-04-28,,,0,4,,Post-Update
495,547,Monthly_499,2024-05-17,,,0,5,,Post-Update
496,2803,Monthly_499,2024-06-07,2024-08-12,Too Expensive,1,6,66.0,Post-Update
497,329,Quarterly_1299,2024-04-21,,,0,4,,Post-Update
498,433,Monthly_499,2024-01-18,,,0,1,,Pre-Update
499,1627,Annual_3999,2024-06-13,,,0,6,,Post-Update
500,1052,Monthly_499,2024-02-26,,,0,2,,Pre-Update
501,1024,Annual_3999,2024-01-01,,,0,1,,Pre-Update
502,2002,Quarterly_1299,2024-04-11,2024-05-02,Not Using App,1,4,21.0,Post-Update
503,1768,Annual_3999,2024-04-06,,,0,4,,Post-Update
504,1678,Quarterly_1299,2024-02-17,,,0,2,,Pre-Update
505,255,Annual_3999,2024-02-10,,,0,2,,Pre-Update
506,2243,Monthly_499,2024-05-11,,,0,5,,Post-Update
507,1553,Monthly_499,2024-03-11,,,0,3,,Pre-Update
508,2769,Annual_3999,2024-01-26,2024-03-25,Too Expensive,1,1,59.0,Pre-Update
509,955,Monthly_499,2024-06-08,,,0,6,,Post-Update
510,2251,Monthly_499,2024-06-09,2024-08-03,Hard to Cancel,1,6,55.0,Post-Update
511,887,Monthly_499,2024-06-06,,,0,6,,Post-Update
512,605,Quarterly_1299,2024-06-02,2024-06-22,Found Better App,1,6,20.0,Post-Update
513,2844,Quarterly_1299,2024-01-23,,,0,1,,Pre-Update
514,608,Annual_3999,2024-03-30,,,0,3,,Post-Update
515,2041,Monthly_499,2024-05-30,2024-08-21,Hard to Cancel,1,5,83.0,Post-Update
516,1670,Monthly_499,2024-03-11,2024-03-29,Hard to Cancel,1,3,18.0,Pre-Update
517,2094,Monthly_499,2024-03-26,,,0,3,,Post-Update
518,1669,Monthly_499,2024-02-04,,,0,2,,Pre-Update
519,632,Monthly_499,2024-04-24,,,0,4,,Post-Update
520,573,Annual_3999,2024-05-03,2024-06-17,Too Expensive,1,5,45.0,Post-Update
521,2035,Annual_3999,2024-04-17,,,0,4,,Post-Update
522,2199,Monthly_499,2024-06-18,2024-08-01,Hard to Cancel,1,6,44.0,Post-Update
523,2542,Monthly_499,2024-06-22,,,0,6,,Post-Update
524,300,Quarterly_1299,2024-03-11,2024-05-09,Not Using App,1,3,59.0,Pre-Update
525,2821,Monthly_499,2024-03-15,,,0,3,,Post-Update
526,408,Monthly_499,2024-05-17,2024-06-26,Not Using App,1,5,40.0,Post-Update
527,2272,Annual_3999,2024-03-19,2024-04-23,Found Better App,1,3,35.0,Post-Update
528,2487,Annual_3999,2024-02-21,,,0,2,,Pre-Update
529,887,Monthly_499,2024-01-04,,,0,1,,Pre-Update
530,506,Monthly_499,2024-06-26,,,0,6,,Post-Update
531,2497,Monthly_499,2024-01-30,2024-04-08,Too Expensive,1,1,69.0,Pre-Update
532,378,Quarterly_1299,2024-05-28,2024-07-25,Too Expensive,1,5,58.0,Post-Update
533,196,Quarterly_1299,2024-04-16,2024-06-24,Not Using App,1,4,69.0,Post-Update
534,985,Monthly_499,2024-04-01,2024-05-22,Found Better App,1,4,51.0,Post-Update
535,2790,Annual_3999,2024-06-21,2024-07-21,Hard to Cancel,1,6,30.0,Post-Update
536,464,Monthly_499,2024-02-07,2024-04-03,Hard to Cancel,1,2,56.0,Pre-Update
537,2741,Monthly_499,2024-01-31,,,0,1,,Pre-Update
538,1626,Monthly_499,2024-05-27,,,0,5,,Post-Update
539,2561,Monthly_499,2024-05-11,2024-08-01,Found Better App,1,5,82.0,Post-Update
540,1677,Monthly_499,2024-02-09,2024-04-30,Too Expensive,1,2,81.0,Pre-Update
541,552,Monthly_499,2024-03-14,2024-04-19,Too Expensive,1,3,36.0,Pre-Update
542,2889,Monthly_499,2024-02-14,2024-02-24,Hard to Cancel,1,2,10.0,Pre-Update
543,10,Annual_3999,2024-06-29,,,0,6,,Post-Update
544,1835,Quarterly_1299,2024-02-28,,,0,2,,Pre-Update
545,1557,Quarterly_1299,2024-04-29,,,0,4,,Post-Update
546,1324,Quarterly_1299,2024-01-01,,,0,1,,Pre-Update
547,984,Annual_3999,2024-02-03,2024-04-10,Too Expensive,1,2,67.0,Pre-Update
548,985,Quarterly_1299,2024-05-15,,,0,5,,Post-Update
549,823,Monthly_499,2024-06-04,,,0,6,,Post-Update
550,1410,Quarterly_1299,2024-01-04,2024-03-28,Too Expensive,1,1,84.0,Pre-Update
551,1224,Monthly_499,2024-05-10,,,0,5,,Post-Update
552,2341,Monthly_499,2024-04-05,,,0,4,,Post-Update
553,1610,Monthly_499,2024-01-07,,,0,1,,Pre-Update
554,2645,Quarterly_1299,2024-02-17,,,0,2,,Pre-Update
555,2660,Quarterly_1299,2024-05-04,,,0,5,,Post-Update
556,2010,Quarterly_1299,2024-06-22,2024-09-11,Hard to Cancel,1,6,81.0,Post-Update
557,2712,Monthly_499,2024-04-12,,,0,4,,Post-Update
558,1191,Monthly_499,2024-01-20,,,0,1,,Pre-Update
559,2703,Monthly_499,2024-03-04,2024-05-22,Not Using App,1,3,79.0,Pre-Update
560,388,Monthly_499,2024-03-12,,,0,3,,Pre-Update
561,485,Quarterly_1299,2024-03-20,2024-06-16,Hard to Cancel,1,3,88.0,Post-Update
562,577,Annual_3999,2024-02-22,2024-04-27,Hard to Cancel,1,2,65.0,Pre-Update
563,1257,Quarterly_1299,2024-05-23,2024-07-26,Found Better App,1,5,64.0,Post-Update
564,1875,Quarterly_1299,2024-02-27,,,0,2,,Pre-Update
565,2986,Monthly_499,2024-01-16,2024-03-22,Too Expensive,1,1,66.0,Pre-Update
566,697,Monthly_499,2024-05-17,2024-07-26,Hard to Cancel,1,5,70.0,Post-Update
567,1684,Quarterly_1299,2024-02-24,2024-04-18,Too Expensive,1,2,54.0,Pre-Update
568,297,Annual_3999,2024-01-08,,,0,1,,Pre-Update
569,1156,Monthly_499,2024-04-29,,,0,4,,Post-Update
570,427,Monthly_499,2024-04-14,2024-06-03,Not Using App,1,4,50.0,Post-Update
571,1609,Monthly_499,2024-02-13,2024-03-27,Too Expensive,1,2,43.0,Pre-Update
572,2149,Quarterly_1299,2024-03-11,,,0,3,,Pre-Update
573,2213,Quarterly_1299,2024-02-07,,,0,2,,Pre-Update
574,2756,Monthly_499,2024-01-31,,,0,1,,Pre-Update
575,968,Monthly_499,2024-06-06,2024-07-01,Hard to Cancel,1,6,25.0,Post-Update
576,686,Quarterly_1299,2024-04-30,2024-05-24,Hard to Cancel,1,4,24.0,Post-Update
577,1667,Annual_3999,2024-01-23,,,0,1,,Pre-Update
578,1030,Quarterly_1299,2024-03-08,2024-05-18,Not Using App,1,3,71.0,Pre-Update
579,313,Monthly_499,2024-03-26,,,0,3,,Post-Update
580,292,Monthly_499,2024-06-17,2024-09-10,Too Expensive,1,6,85.0,Post-Update
581,1953,Annual_3999,2024-01-31,,,0,1,,Pre-Update
582,693,Monthly_499,2024-02-05,,,0,2,,Pre-Update
583,1421,Monthly_499,2024-05-16,,,0,5,,Post-Update
584,1956,Monthly_499,2024-04-20,,,0,4,,Post-Update
585,654,Monthly_499,2024-06-22,,,0,6,,Post-Update
586,2806,Monthly_499,2024-01-08,,,0,1,,Pre-Update
587,460,Monthly_499,2024-01-29,2024-04-11,Not Using App,1,1,73.0,Pre-Update
588,802,Annual_3999,2024-05-13,2024-06-14,Not Using App,1,5,32.0,Post-Update
589,1202,Monthly_499,2024-03-24,2024-04-26,Hard to Cancel,1,3,33.0,Post-Update
590,2149,Annual_3999,2024-02-09,2024-04-05,Not Using App,1,2,56.0,Pre-Update
591,1453,Annual_3999,2024-03-28,2024-04-24,Not Using App,1,3,27.0,Post-Update
592,930,Annual_3999,2024-02-01,2024-02-19,Found Better App,1,2,18.0,Pre-Update
593,1806,Monthly_499,2024-01-10,2024-01-29,Too Expensive,1,1,19.0,Pre-Update
594,811,Monthly_499,2024-03-07,2024-04-08,Hard to Cancel,1,3,32.0,Pre-Update
595,2675,Monthly_499,2024-01-05,2024-03-13,Found Better App,1,1,68.0,Pre-Update
596,1945,Quarterly_1299,2024-03-03,,,0,3,,Pre-Update
597,2936,Monthly_499,2024-02-24,,,0,2,,Pre-Update
598,565,Monthly_499,2024-06-27,,,0,6,,Post-Update
599,771,Monthly_499,2024-05-01,,,0,5,,Post-Update
600,2610,Monthly_499,2024-04-12,,,0,4,,Post-Update
601,1744,Annual_3999,2024-04-07,2024-06-27,Hard to Cancel,1,4,81.0,Post-Update
602,1384,Quarterly_1299,2024-02-08,,,0,2,,Pre-Update
603,2770,Monthly_499,2024-02-10,2024-03-10,Hard to Cancel,1,2,29.0,Pre-Update
604,1922,Annual_3999,2024-06-24,,,0,6,,Post-Update
605,2367,Quarterly_1299,2024-05-26,,,0,5,,Post-Update
606,2102,Monthly_499,2024-05-01,2024-06-12,Hard to Cancel,1,5,42.0,Post-Update
607,1471,Quarterly_1299,2024-03-17,,,0,3,,Post-Update
608,74,Monthly_499,2024-01-24,2024-03-31,Hard to Cancel,1,1,67.0,Pre-Update
609,1425,Monthly_499,2024-06-29,,,0,6,,Post-Update
610,847,Monthly_499,2024-01-08,,,0,1,,Pre-Update
611,871,Monthly_499,2024-03-18,2024-05-21,Hard to Cancel,1,3,64.0,Post-Update
612,1511,Monthly_499,2024-02-03,,,0,2,,Pre-Update
613,489,Monthly_499,2024-03-11,2024-03-28,Too Expensive,1,3,17.0,Pre-Update
614,2509,Annual_3999,2024-03-31,2024-05-05,Hard to Cancel,1,3,35.0,Post-Update
615,53,Monthly_499,2024-04-02,2024-06-02,Hard to Cancel,1,4,61.0,Post-Update
616,1889,Monthly_499,2024-05-26,,,0,5,,Post-Update
617,291,Monthly_499,2024-04-12,,,0,4,,Post-Update
618,713,Quarterly_1299,2024-02-22,,,0,2,,Pre-Update
619,2019,Monthly_499,2024-01-10,2024-02-28,Too Expensive,1,1,49.0,Pre-Update
620,611,Monthly_499,2024-01-02,2024-02-15,Not Using App,1,1,44.0,Pre-Update
621,1172,Monthly_499,2024-05-12,2024-07-15,Not Using App,1,5,64.0,Post-Update
622,2008,Monthly_499,2024-01-21,,,0,1,,Pre-Update
623,1080,Annual_3999,2024-04-18,,,0,4,,Post-Update
624,657,Annual_3999,2024-05-08,2024-07-31,Too Expensive,1,5,84.0,Post-Update
625,2006,Monthly_499,2024-02-18,,,0,2,,Pre-Update
626,798,Monthly_499,2024-05-20,2024-05-31,Found Better App,1,5,11.0,Post-Update
627,2402,Annual_3999,2024-01-15,,,0,1,,Pre-Update
628,1565,Monthly_499,2024-04-04,,,0,4,,Post-Update
629,14,Quarterly_1299,2024-01-28,2024-02-28,Too Expensive,1,1,31.0,Pre-Update
630,708,Monthly_499,2024-06-23,,,0,6,,Post-Update
631,2803,Quarterly_1299,2024-05-09,,,0,5,,Post-Update
632,993,Monthly_499,2024-03-24,2024-06-07,Too Expensive,1,3,75.0,Post-Update
633,2206,Quarterly_1299,2024-05-19,,,0,5,,Post-Update
634,1436,Monthly_499,2024-05-17,2024-07-07,Hard to Cancel,1,5,51.0,Post-Update
635,1971,Quarterly_1299,2024-01-28,2024-02-19,Too Expensive,1,1,22.0,Pre-Update
636,2792,Monthly_499,2024-05-25,,,0,5,,Post-Update
637,2560,Monthly_499,2024-01-28,,,0,1,,Pre-Update
638,878,Quarterly_1299,2024-05-08,2024-06-04,Hard to Cancel,1,5,27.0,Post-Update
639,285,Quarterly_1299,2024-03-17,,,0,3,,Post-Update
640,2132,Monthly_499,2024-01-10,,,0,1,,Pre-Update
641,40,Monthly_499,2024-04-24,2024-07-22,Found Better App,1,4,89.0,Post-Update
642,2422,Monthly_499,2024-01-31,,,0,1,,Pre-Update
643,2510,Monthly_499,2024-02-26,2024-04-15,Too Expensive,1,2,49.0,Pre-Update
644,2746,Annual_3999,2024-01-25,2024-03-16,Found Better App,1,1,51.0,Pre-Update
645,1294,Monthly_499,2024-05-18,,,0,5,,Post-Update
646,623,Monthly_499,2024-06-22,,,0,6,,Post-Update
647,668,Quarterly_1299,2024-02-21,,,0,2,,Pre-Update
648,1547,Annual_3999,2024-05-05,,,0,5,,Post-Update
649,2358,Quarterly_1299,2024-03-14,2024-05-21,Too Expensive,1,3,68.0,Pre-Update
650,2459,Annual_3999,2024-03-29,2024-05-22,Hard to Cancel,1,3,54.0,Post-Update
651,1706,Quarterly_1299,2024-01-19,,,0,1,,Pre-Update
652,798,Quarterly_1299,2024-01-21,2024-02-09,Hard to Cancel,1,1,19.0,Pre-Update
653,1107,Annual_3999,2024-03-15,,,0,3,,Post-Update
654,1870,Monthly_499,2024-04-26,,,0,4,,Post-Update
655,2677,Annual_3999,2024-01-20,2024-03-12,Not Using App,1,1,52.0,Pre-Update
656,465,Monthly_499,2024-01-25,,,0,1,,Pre-Update
657,1548,Annual_3999,2024-05-06,2024-06-18,Hard to Cancel,1,5,43.0,Post-Update
658,892,Annual_3999,2024-01-30,2024-04-27,Too Expensive,1,1,88.0,Pre-Update
659,663,Monthly_499,2024-05-26,2024-07-14,Not Using App,1,5,49.0,Post-Update
660,2260,Annual_3999,2024-02-12,,,0,2,,Pre-Update
661,1386,Quarterly_1299,2024-05-24,2024-07-05,Hard to Cancel,1,5,42.0,Post-Update
662,955,Monthly_499,2024-02-17,,,0,2,,Pre-Update
663,2412,Monthly_499,2024-01-19,2024-04-11,Found Better App,1,1,83.0,Pre-Update
664,1039,Monthly_499,2024-02-20,,,0,2,,Pre-Update
665,1800,Monthly_499,2024-02-06,,,0,2,,Pre-Update
666,2216,Monthly_499,2024-02-16,,,0,2,,Pre-Update
667,2108,Quarterly_1299,2024-05-18,2024-06-06,Not Using App,1,5,19.0,Post-Update
668,2553,Monthly_499,2024-05-12,2024-07-09,Not Using App,1,5,58.0,Post-Update
669,1121,Quarterly_1299,2024-03-05,,,0,3,,Pre-Update
670,1349,Monthly_499,2024-03-06,2024-05-27,Not Using App,1,3,82.0,Pre-Update
671,95,Monthly_499,2024-06-12,2024-08-16,Hard to Cancel,1,6,65.0,Post-Update
672,878,Monthly_499,2024-04-27,,,0,4,,Post-Update
673,857,Monthly_499,2024-05-24,2024-06-18,Hard to Cancel,1,5,25.0,Post-Update
674,1278,Monthly_499,2024-01-22,2024-02-21,Not Using App,1,1,30.0,Pre-Update
675,106,Monthly_499,2024-03-29,2024-04-13,Too Expensive,1,3,15.0,Post-Update
676,805,Monthly_499,2024-02-16,,,0,2,,Pre-Update
677,2376,Quarterly_1299,2024-01-03,,,0,1,,Pre-Update
678,2686,Quarterly_1299,2024-02-25,2024-05-13,Too Expensive,1,2,78.0,Pre-Update
679,2006,Monthly_499,2024-01-02,2024-02-16,Found Better App,1,1,45.0,Pre-Update
680,875,Monthly_499,2024-05-02,,,0,5,,Post-Update
681,2898,Quarterly_1299,2024-03-02,2024-05-02,Too Expensive,1,3,61.0,Pre-Update
682,2948,Annual_3999,2024-03-06,2024-05-02,Too Expensive,1,3,57.0,Pre-Update
683,1252,Quarterly_1299,2024-03-08,,,0,3,,Pre-Update
684,70,Annual_3999,2024-02-03,,,0,2,,Pre-Update
685,485,Monthly_499,2024-04-11,,,0,4,,Post-Update
686,1464,Monthly_499,2024-05-21,,,0,5,,Post-Update
687,893,Monthly_499,2024-05-04,,,0,5,,Post-Update
688,1707,Annual_3999,2024-06-17,,,0,6,,Post-Update
689,2937,Monthly_499,2024-06-28,2024-08-26,Too Expensive,1,6,59.0,Post-Update
690,1482,Quarterly_1299,2024-03-25,,,0,3,,Post-Update
691,1692,Monthly_499,2024-03-06,,,0,3,,Pre-Update
692,1127,Annual_3999,2024-02-09,2024-02-29,Hard to Cancel,1,2,20.0,Pre-Update
693,2432,Monthly_499,2024-06-15,2024-06-26,Not Using App,1,6,11.0,Post-Update
694,2576,Monthly_499,2024-06-18,,,0,6,,Post-Update
695,972,Monthly_499,2024-03-18,2024-05-07,Not Using App,1,3,50.0,Post-Update
