user_id,signup_date,device_type,acquisition_channel,city_tier,age_group,signup_month,signup_period
391,2024-04-28,Android,Google Ads,Tier-3,18-24,4,Post-Update
392,2024-01-25,iOS,Instagram,Tier-3,18-24,1,Pre-Update
393,2024-03-16,Android,Google Ads,Tier-1,25-34,3,Post-Update
394,2024-03-18,iOS,Google Ads,Tier-2,45+,3,Post-Update
395,2024-06-26,Android,Google Ads,Tier-3,25-34,6,Post-Update
396,2024-02-10,iOS,Instagram,Tier-1,25-34,2,Pre-Update
397,2024-06-24,iOS,Instagram,Tier-1,18-24,6,Post-Update
398,2024-05-21,Android,Organic,Tier-1,45+,5,Post-Update
399,2024-01-31,Android,Organic,Tier-3,45+,1,Pre-Update
400,2024-06-29,Android,Google Ads,Tier-3,18-24,6,Post-Update
401,2024-04-13,Web,Google Ads,Tier-1,18-24,4,Post-Update
402,2024-05-12,iOS,Google Ads,Tier-2,45+,5,Post-Update
403,2024-01-11,iOS,YouTube,Tier-2,18-24,1,Pre-Update
404,2024-03-12,iOS,Google Ads,Tier-2,45+,3,Pre-Update
405,2024-06-19,Android,Organic,Tier-2,35-44,6,Post-Update
406,2024-01-14,iOS,Instagram,Tier-1,25-34,1,Pre-Update
407,2024-02-10,Android,Instagram,Tier-3,25-34,2,Pre-Update
408,2024-03-18,Web,Instagram,Tier-1,45+,3,Post-Update
409,2024-05-17,iOS,Google Ads,Tier-2,25-34,5,Post-Update
410,2024-01-02,Android,Instagram,Tier-2,25-34,1,Pre-Update
411,2024-05-27,iOS,Google Ads,Tier-2,25-34,5,Post-Update
412,2024-06-24,iOS,Instagram,Tier-1,35-44,6,Post-Update
413,2024-04-23,Web,Instagram,Tier-3,18-24,4,Post-Update
414,2024-02-02,Android,YouTube,Tier-2,18-24,2,Pre-Update
415,2024-06-16,Android,YouTube,Tier-3,18-24,6,Post-Update
416,2024-02-10,Web,Google Ads,Tier-2,45+,2,Pre-Update
417,2024-01-15,iOS,YouTube,Tier-1,25-34,1,Pre-Update
418,2024-05-16,Web,Instagram,Tier-2,25-34,5,Post-Update
419,2024-02-02,Android,YouTube,Tier-1,35-44,2,Pre-Update
420,2024-05-06,Android,YouTube,Tier-2,25-34,5,Post-Update
421,2024-03-22,iOS,Instagram,Tier-3,35-44,3,Post-Update
422,2024-04-30,Android,YouTube,Tier-2,35-44,4,Post-Update
423,2024-05-15,Android,YouTube,Tier-2,25-34,5,Post-Update
424,2024-01-30,iOS,Instagram,Tier-3,18-24,1,Pre-Update
425,2024-06-12,Android,YouTube,Tier-3,35-44,6,Post-Update
426,2024-01-01,Android,Google Ads,Tier-3,45+,1,Pre-Update
427,2024-04-04,Android,Instagram,Tier-3,45+,4,Post-Update
428,2024-03-23,Android,YouTube,Tier-2,35-44,3,Post-Update
429,2024-06-25,Android,YouTube,Tier-2,35-44,6,Post-Update
430,2024-04-30,Web,Organic,Tier-3,45+,4,Post-Update
431,2024-03-19,Web,Organic,Tier-1,18-24,3,Post-Update
432,2024-06-25,iOS,Instagram,Tier-1,45+,6,Post-Update
433,2024-03-14,Android,YouTube,Tier-2,18-24,3,Pre-Update
434,2024-03-17,iOS,Google Ads,Tier-3,35-44,3,Post-Update
435,2024-05-23,Android,Google Ads,Tier-3,25-34,5,Post-Update
436,2024-05-28,iOS,Instagram,Tier-2,45+,5,Post-Update
437,2024-01-21,Android,Google Ads,Tier-2,18-24,1,Pre-Update
438,2024-04-10,Android,Google Ads,Tier-1,25-34,4,Post-Update
439,2024-03-06,Web,Google Ads,Tier-2,25-34,3,Pre-Update
440,2024-06-28,iOS,YouTube,Tier-1,45+,6,Post-Update
441,2024-06-25,iOS,Google Ads,Tier-3,35-44,6,Post-Update
442,2024-02-24,iOS,Instagram,Tier-1,25-34,2,Pre-Update
443,2024-05-12,iOS,Instagram,Tier-3,18-24,5,Post-Update
444,2024-06-15,Web,Google Ads,Tier-1,18-24,6,Post-Update
445,2024-05-29,Web,Google Ads,Tier-3,35-44,5,Post-Update
446,2024-01-06,Web,YouTube,Tier-1,18-24,1,Pre-Update
447,2024-04-27,Web,YouTube,Tier-3,35-44,4,Post-Update
448,2024-04-22,Android,Instagram,Tier-3,25-34,4,Post-Update
449,2024-03-17,Android,Organic,Tier-1,18-24,3,Post-Update
450,2024-06-01,iOS,Organic,Tier-2,25-34,6,Post-Update
451,2024-02-29,Android,YouTube,Tier-2,18-24,2,Pre-Update
452,2024-03-11,Android,YouTube,Tier-2,18-24,3,Pre-Update
453,2024-02-29,iOS,Instagram,Tier-2,18-24,2,Pre-Update
454,2024-05-06,iOS,Organic,Tier-2,25-34,5,Post-Update
455,2024-01-21,Web,Instagram,Tier-1,25-34,1,Pre-Update
456,2024-04-06,Web,YouTube,Tier-2,18-24,4,Post-Update
457,2024-02-14,Android,Google Ads,Tier-1,18-24,2,Pre-Update
458,2024-01-16,iOS,Google Ads,Tier-1,25-34,1,Pre-Update
459,2024-02-23,Web,YouTube,Tier-2,18-24,2,Pre-Update
460,2024-06-09,iOS,Google Ads,Tier-2,18-24,6,Post-Update
461,2024-05-14,Web,Google Ads,Tier-3,25-34,5,Post-Update
462,2024-02-22,Android,Instagram,Tier-1,25-34,2,Pre-Update
463,2024-05-23,Web,Instagram,Tier-3,35-44,5,Post-Update
464,2024-01-31,Android,YouTube,Tier-3,25-34,1,Pre-Update
465,2024-02-12,Android,Google Ads,Tier-1,18-24,2,Pre-Update
466,2024-05-02,iOS,Organic,Tier-1,25-34,5,Post-Update
467,2024-02-12,Web,Organic,Tier-3,18-24,2,Pre-Update
468,2024-02-08,Android,Instagram,Tier-3,18-24,2,Pre-Update
469,2024-04-16,iOS,Google Ads,Tier-2,45+,4,Post-Update
470,2024-05-01,Android,Instagram,Tier-3,25-34,5,Post-Update
471,2024-04-11,iOS,Organic,Tier-1,25-34,4,Post-Update
472,2024-05-31,Android,Instagram,Tier-1,18-24,5,Post-Update
473,2024-06-08,Web,Instagram,Tier-1,18-24,6,Post-Update
474,2024-03-26,iOS,Organic,Tier-3,45+,3,Post-Update
475,2024-01-25,iOS,Organic,Tier-3,35-44,1,Pre-Update
476,2024-01-22,iOS,Organic,Tier-1,25-34,1,Pre-Update
477,2024-02-10,iOS,Google Ads,Tier-2,25-34,2,Pre-Update
478,2024-04-25,iOS,YouTube,Tier-3,18-24,4,Post-Update
479,2024-04-26,iOS,Google Ads,Tier-2,35-44,4,Post-Update
480,2024-01-30,Android,Instagram,Tier-3,35-44,1,Pre-Update
481,2024-06-06,iOS,Organic,Tier-1,35-44,6,Post-Update
482,2024-01-25,Android,Google Ads,Tier-2,35-44,1,Pre-Update
483,2024-05-13,Web,Instagram,Tier-3,25-34,5,Post-Update
484,2024-05-13,Android,Organic,Tier-2,18-24,5,Post-Update
485,2024-01-30,Android,Instagram,Tier-1,18-24,1,Pre-Update
486,2024-01-31,iOS,Instagram,Tier-3,35-44,1,Pre-Update
487,2024-05-07,iOS,Google Ads,Tier-2,18-24,5,Post-Update
488,2024-06-22,iOS,Google Ads,Tier-3,45+,6,Post-Update
489,2024-04-16,Android,Google Ads,Tier-2,25-34,4,Post-Update
490,2024-03-04,Android,Google Ads,Tier-3,35-44,3,Pre-Update
491,2024-04-11,Web,Instagram,Tier-2,45+,4,Post-Update
492,2024-04-18,Web,Instagram,Tier-3,25-34,4,Post-Update
493,2024-03-01,iOS,Google Ads,Tier-3,35-44,3,Pre-Update
494,2024-04-04,Android,Organic,Tier-2,25-34,4,Post-Update
495,2024-01-11,Web,Instagram,Tier-3,45+,1,Pre-Update
496,2024-01-08,Web,Google Ads,Tier-2,35-44,1,Pre-Update
497,2024-02-08,Android,Instagram,Tier-2,25-34,2,Pre-Update
498,2024-02-19,iOS,Google Ads,Tier-2,18-24,2,Pre-Update
499,2024-03-02,Android,YouTube,Tier-3,18-24,3,Pre-Update
500,2024-03-26,Android,Instagram,Tier-2,35-44,3,Post-Update
501,2024-01-10,Web,YouTube,Tier-1,35-44,1,Pre-Update
502,2024-04-22,Android,Google Ads,Tier-3,18-24,4,Post-Update
503,2024-04-15,Web,Google Ads,Tier-1,35-44,4,Post-Update
504,2024-01-18,Android,Google Ads,Tier-1,45+,1,Pre-Update
505,2024-03-25,Android,Organic,Tier-2,45+,3,Post-Update
506,2024-04-24,Web,Google Ads,Tier-1,35-44,4,Post-Update
507,2024-04-10,Android,Instagram,Tier-1,25-34,4,Post-Update
508,2024-04-14,iOS,Instagram,Tier-3,45+,4,Post-Update
509,2024-05-21,iOS,YouTube,Tier-1,18-24,5,Post-Update
510,2024-06-23,Web,Google Ads,Tier-2,18-24,6,Post-Update
511,2024-06-13,Android,Google Ads,Tier-3,45+,6,Post-Update
512,2024-01-25,Web,Google Ads,Tier-2,45+,1,Pre-Update
513,2024-04-12,Web,Google Ads,Tier-2,18-24,4,Post-Update
514,2024-01-13,Web,Google Ads,Tier-1,25-34,1,Pre-Update
515,2024-03-28,Android,Instagram,Tier-3,25-34,3,Post-Update
516,2024-05-08,Android,Google Ads,Tier-1,45+,5,Post-Update
517,2024-01-04,Web,Google Ads,Tier-3,35-44,1,Pre-Update
518,2024-01-15,Android,Google Ads,Tier-2,18-24,1,Pre-Update
519,2024-02-02,Web,Google Ads,Tier-3,45+,2,Pre-Update
520,2024-05-25,Android,Organic,Tier-1,18-24,5,Post-Update
521,2024-06-14,Android,Instagram,Tier-2,45+,6,Post-Update
522,2024-05-11,iOS,Google Ads,Tier-1,45+,5,Post-Update
523,2024-06-06,Web,Organic,Tier-1,25-34,6,Post-Update
524,2024-05-20,iOS,YouTube,Tier-1,18-24,5,Post-Update
525,2024-06-16,Android,Instagram,Tier-2,18-24,6,Post-Update
526,2024-01-14,Web,Google Ads,Tier-1,18-24,1,Pre-Update
527,2024-05-07,Web,Google Ads,Tier-1,45+,5,Post-Update
528,2024-04-28,Web,Instagram,Tier-1,25-34,4,Post-Update
529,2024-03-11,Android,Instagram,Tier-2,18-24,3,Pre-Update
530,2024-01-13,Android,Instagram,Tier-3,25-34,1,Pre-Update
531,2024-03-27,Web,YouTube,Tier-1,18-24,3,Post-Update
532,2024-02-01,Android,Organic,Tier-3,45+,2,Pre-Update
533,2024-02-07,Android,YouTube,Tier-2,25-34,2,Pre-Update
534,2024-05-27,iOS,YouTube,Tier-2,35-44,5,Post-Update
535,2024-02-22,Web,Instagram,Tier-2,25-34,2,Pre-Update
536,2024-03-10,Android,Instagram,Tier-2,18-24,3,Pre-Update
537,2024-03-13,Android,Google Ads,Tier-2,25-34,3,Pre-Update
538,2024-04-09,Web,Google Ads,Tier-3,25-34,4,Post-Update
539,2024-05-04,Android,Instagram,Tier-2,25-34,5,Post-Update
540,2024-01-29,Web,Google Ads,Tier-3,35-44,1,Pre-Update
541,2024-03-27,Web,Google Ads,Tier-3,18-24,3,Post-Update
542,2024-03-16,Android,Google Ads,Tier-3,25-34,3,Post-Update
543,2024-01-02,Android,Instagram,Tier-2,35-44,1,Pre-Update
544,2024-06-22,Android,Google Ads,Tier-2,18-24,6,Post-Update
545,2024-02-20,Web,Organic,Tier-1,18-24,2,Pre-Update
546,2024-01-20,iOS,Organic,Tier-3,45+,1,Pre-Update
547,2024-01-21,Android,Organic,Tier-2,18-24,1,Pre-Update
548,2024-03-27,Web,Instagram,Tier-2,25-34,3,Post-Update
549,2024-04-15,iOS,Google Ads,Tier-1,18-24,4,Post-Update
550,2024-01-17,iOS,Instagram,Tier-3,45+,1,Pre-Update
551,2024-02-24,Android,Organic,Tier-3,35-44,2,Pre-Update
552,2024-04-17,iOS,Google Ads,Tier-3,18-24,4,Post-Update
553,2024-01-01,iOS,YouTube,Tier-1,18-24,1,Pre-Update
554,2024-02-02,Web,Google Ads,Tier-3,18-24,2,Pre-Update
555,2024-03-13,iOS,Instagram,Tier-3,35-44,3,Pre-Update
556,2024-01-19,Web,YouTube,Tier-3,25-34,1,Pre-Update
557,2024-05-04,Web,Instagram,Tier-2,18-24,5,Post-Update
558,2024-05-28,iOS,YouTube,Tier-2,35-44,5,Post-Update
559,2024-05-30,Android,Organic,Tier-2,45+,5,Post-Update
560,2024-01-20,Android,Instagram,Tier-3,45+,1,Pre-Update
561,2024-03-21,Web,Organic,Tier-2,35-44,3,Post-Update
562,2024-02-08,Android,Organic,Tier-1,18-24,2,Pre-Update
563,2024-01-20,Android,Google Ads,Tier-2,45+,1,Pre-Update
564,2024-03-09,Web,Google Ads,Tier-1,35-44,3,Pre-Update
565,2024-04-24,Web,Google Ads,Tier-2,18-24,4,Post-Update
566,2024-02-29,Web,Google Ads,Tier-3,18-24,2,Pre-Update
567,2024-02-06,Android,Google Ads,Tier-2,45+,2,Pre-Update
568,2024-04-19,Android,Organic,Tier-3,18-24,4,Post-Update
569,2024-03-10,Web,Google Ads,Tier-3,45+,3,Pre-Update
570,2024-06-09,iOS,Organic,Tier-1,18-24,6,Post-Update
571,2024-04-30,iOS,Google Ads,Tier-3,18-24,4,Post-Update
572,2024-02-06,iOS,Google Ads,Tier-3,25-34,2,Pre-Update
573,2024-03-24,Android,Google Ads,Tier-2,18-24,3,Post-Update
574,2024-02-25,iOS,Google Ads,Tier-1,25-34,2,Pre-Update
575,2024-04-08,Android,YouTube,Tier-3,45+,4,Post-Update
576,2024-03-05,Web,Google Ads,Tier-3,25-34,3,Pre-Update
577,2024-05-22,Android,Instagram,Tier-1,25-34,5,Post-Update
578,2024-05-06,iOS,Organic,Tier-3,18-24,5,Post-Update
579,2024-04-02,iOS,Google Ads,Tier-1,25-34,4,Post-Update
580,2024-06-17,iOS,YouTube,Tier-1,18-24,6,Post-Update
581,2024-03-07,Web,Google Ads,Tier-3,18-24,3,Pre-Update
582,2024-04-17,iOS,Instagram,Tier-3,18-24,4,Post-Update
583,2024-03-23,Web,Organic,Tier-2,18-24,3,Post-Update
584,2024-04-27,Android,Google Ads,Tier-2,35-44,4,Post-Update
585,2024-01-23,Web,Organic,Tier-2,25-34,1,Pre-Update
586,2024-03-26,iOS,Instagram,Tier-2,25-34,3,Post-Update
587,2024-02-13,Android,Google Ads,Tier-1,25-34,2,Pre-Update
588,2024-05-16,Android,YouTube,Tier-3,18-24,5,Post-Update
589,2024-05-15,iOS,Instagram,Tier-2,25-34,5,Post-Update
590,2024-05-11,Android,YouTube,Tier-2,18-24,5,Post-Update
591,2024-06-10,Android,YouTube,Tier-3,25-34,6,Post-Update
592,2024-05-16,Web,YouTube,Tier-1,18-24,5,Post-Update
593,2024-01-01,iOS,Google Ads,Tier-3,45+,1,Pre-Update
594,2024-02-21,Android,Organic,Tier-3,18-24,2,Pre-Update
595,2024-01-05,Android,Organic,Tier-2,25-34,1,Pre-Update
596,2024-01-07,Web,Instagram,Tier-2,18-24,1,Pre-Update
597,2024-05-09,Android,Instagram,Tier-3,18-24,5,Post-Update
598,2024-03-10,Android,Instagram,Tier-3,18-24,3,Pre-Update
599,2024-01-03,Android,Organic,Tier-3,45+,1,Pre-Update
600,2024-02-02,Android,YouTube,Tier-1,35-44,2,Pre-Update
601,2024-01-01,iOS,Instagram,Tier-1,25-34,1,Pre-Update
602,2024-05-24,Web,Instagram,Tier-2,18-24,5,Post-Update
603,2024-01-13,Android,Instagram,Tier-2,18-24,1,Pre-Update
604,2024-01-27,Web,Instagram,Tier-3,18-24,1,Pre-Update
605,2024-01-07,iOS,Instagram,Tier-1,25-34,1,Pre-Update
606,2024-05-24,Web,Instagram,Tier-2,18-24,5,Post-Update
607,2024-02-04,Android,YouTube,Tier-1,18-24,2,Pre-Update
608,2024-02-13,iOS,Google Ads,Tier-2,18-24,2,Pre-Update
609,2024-06-04,Android,Google Ads,Tier-2,18-24,6,Post-Update
610,2024-02-19,Android,Organic,Tier-2,18-24,2,Pre-Update
611,2024-04-15,iOS,YouTube,Tier-3,45+,4,Post-Update
612,2024-02-03,Web,Organic,Tier-2,25-34,2,Pre-Update
613,2024-04-12,iOS,Google Ads,Tier-1,35-44,4,Post-Update
614,2024-02-23,Web,Google Ads,Tier-2,25-34,2,Pre-Update
615,2024-04-29,Web,Google Ads,Tier-3,45+,4,Post-Update
616,2024-06-09,Android,Organic,Tier-1,45+,6,Post-Update
617,2024-06-18,iOS,Organic,Tier-1,25-34,6,Post-Update
618,2024-03-09,iOS,YouTube,Tier-3,25-34,3,Pre-Update
619,2024-01-01,iOS,YouTube,Tier-2,18-24,1,Pre-Update
620,2024-02-08,Android,Google Ads,Tier-2,45+,2,Pre-Update
621,2024-03-22,Android,Google Ads,Tier-2,25-34,3,Post-Update
622,2024-06-19,Web,YouTube,Tier-1,18-24,6,Post-Update
623,2024-03-20,iOS,Google Ads,Tier-2,35-44,3,Post-Update
624,2024-02-12,Android,YouTube,Tier-2,35-44,2,Pre-Update
625,2024-05-27,Web,Instagram,Tier-2,35-44,5,Post-Update
626,2024-06-05,Android,Organic,Tier-2,35-44,6,Post-Update
627,2024-03-30,Android,Organic,Tier-3,45+,3,Post-Update
628,2024-01-14,iOS,Instagram,Tier-2,25-34,1,Pre-Update
629,2024-03-01,Web,Organic,Tier-2,45+,3,Pre-Update
630,2024-04-26,Android,YouTube,Tier-2,45+,4,Post-Update
631,2024-01-20,iOS,Organic,Tier-2,35-44,1,Pre-Update
632,2024-06-29,iOS,Google Ads,Tier-1,45+,6,Post-Update
633,2024-06-27,Android,Instagram,Tier-3,18-24,6,Post-Update
634,2024-01-05,iOS,Instagram,Tier-2,18-24,1,Pre-Update
635,2024-04-22,iOS,Organic,Tier-1,18-24,4,Post-Update
636,2024-02-25,iOS,Instagram,Tier-2,25-34,2,Pre-Update
637,2024-06-01,iOS,Google Ads,Tier-3,45+,6,Post-Update
638,2024-03-16,Android,YouTube,Tier-1,25-34,3,Post-Update
639,2024-03-02,iOS,Instagram,Tier-3,35-44,3,Pre-Update
640,2024-05-12,iOS,Instagram,Tier-3,35-44,5,Post-Update
641,2024-04-14,Android,Instagram,Tier-1,45+,4,Post-Update
642,2024-04-27,iOS,Instagram,Tier-2,25-34,4,Post-Update
643,2024-02-23,Android,Instagram,Tier-3,25-34,2,Pre-Update
644,2024-04-14,Web,Instagram,Tier-1,45+,4,Post-Update
645,2024-01-23,Android,YouTube,Tier-1,45+,1,Pre-Update
646,2024-06-21,iOS,Instagram,Tier-3,25-34,6,Post-Update
647,2024-01-25,iOS,Instagram,Tier-3,18-24,1,Pre-Update
648,2024-02-17,Android,Google Ads,Tier-3,18-24,2,Pre-Update
649,2024-06-04,iOS,YouTube,Tier-1,25-34,6,Post-Update
650,2024-03-16,iOS,Instagram,Tier-1,35-44,3,Post-Update
651,2024-03-29,Android,Organic,Tier-3,25-34,3,Post-Update
652,2024-03-29,Web,Google Ads,Tier-1,35-44,3,Post-Update
653,2024-01-27,iOS,Organic,Tier-1,45+,1,Pre-Update
654,2024-01-19,Android,Instagram,Tier-1,45+,1,Pre-Update
655,2024-05-06,Web,YouTube,Tier-3,25-34,5,Post-Update
656,2024-02-23,Web,YouTube,Tier-3,25-34,2,Pre-Update
657,2024-01-25,Web,Google Ads,Tier-2,18-24,1,Pre-Update
658,2024-01-17,Android,Instagram,Tier-2,35-44,1,Pre-Update
659,2024-01-09,Android,Organic,Tier-1,18-24,1,Pre-Update
660,2024-05-12,Web,Organic,Tier-3,25-34,5,Post-Update
661,2024-05-25,iOS,Organic,Tier-3,35-44,5,Post-Update
662,2024-04-08,Web,Organic,Tier-1,18-24,4,Post-Update
663,2024-01-04,Web,Google Ads,Tier-1,35-44,1,Pre-Update
664,2024-02-02,iOS,Instagram,Tier-1,18-24,2,Pre-Update
665,2024-06-02,Android,Google Ads,Tier-3,45+,6,Post-Update
666,2024-06-11,iOS,Google Ads,Tier-1,35-44,6,Post-Update
667,2024-01-02,iOS,YouTube,Tier-3,35-44,1,Pre-Update
668,2024-03-03,Android,Google Ads,Tier-3,25-34,3,Pre-Update
669,2024-01-22,iOS,Instagram,Tier-3,25-34,1,Pre-Update
670,2024-03-07,Web,YouTube,Tier-3,35-44,3,Pre-Update
671,2024-02-25,iOS,YouTube,Tier-1,45+,2,Pre-Update
672,2024-05-25,Android,Instagram,Tier-2,25-34,5,Post-Update
673,2024-04-29,Android,Instagram,Tier-2,35-44,4,Post-Update
674,2024-06-08,Android,Google Ads,Tier-1,25-34,6,Post-Update
675,2024-03-04,iOS,Instagram,Tier-1,18-24,3,Pre-Update
676,2024-02-19,iOS,YouTube,Tier-2,18-24,2,Pre-Update
677,2024-06-02,Web,Google Ads,Tier-2,35-44,6,Post-Update
678,2024-03-31,Android,YouTube,Tier-2,18-24,3,Post-Update
679,2024-04-26,iOS,Organic,Tier-2,18-24,4,Post-Update
680,2024-06-03,iOS,YouTube,Tier-3,45+,6,Post-Update
681,2024-01-21,Web,Google Ads,Tier-3,45+,1,Pre-Update
682,2024-06-13,iOS,Instagram,Tier-2,25-34,6,Post-Update
683,2024-01-24,Android,Organic,Tier-3,35-44,1,Pre-Update
684,2024-06-16,iOS,Organic,Tier-1,25-34,6,Post-Update
685,2024-02-19,iOS,Instagram,Tier-2,18-24,2,Pre-Update
686,2024-04-24,iOS,Instagram,Tier-2,35-44,4,Post-Update
687,2024-03-21,Web,Instagram,Tier-3,25-34,3,Post-Update
688,2024-01-21,Web,Organic,Tier-1,35-44,1,Pre-Update
689,2024-01-12,iOS,YouTube,Tier-2,35-44,1,Pre-Update
690,2024-01-29,Android,Google Ads,Tier-3,45+,1,Pre-Update
691,2024-02-28,Android,Organic,Tier-2,25-34,2,Pre-Update
692,2024-02-11,Android,Instagram,Tier-1,25-34,2,Pre-Update
693,2024-04-05,iOS,Organic,Tier-1,45+,4,Post-Update
694,2024-02-12,Web,Google Ads,Tier-3,18-24,2,Pre-Update
695,2024-04-11,iOS,Google Ads,Tier-2,35-44,4,Post-Update
696,2024-06-21,Web,Instagram,Tier-2,18-24,6,Post-Update
697,2024-02-22,Android,YouTube,Tier-3,35-44,2,Pre-Update
698,2024-02-04,Android,Instagram,Tier-2,25-34,2,Pre-Update
699,2024-03-20,iOS,Organic,Tier-2,35-44,3,Post-Update
700,2024-04-11,Web,Instagram,Tier-2,25-34,4,Post-Update
701,2024-01-02,Android,YouTube,Tier-2,45+,1,Pre-Update
702,2024-01-01,iOS,YouTube,Tier-2,45+,1,Pre-Update
703,2024-03-22,iOS,Instagram,Tier-2,45+,3,Post-Update
704,2024-02-14,Web,Instagram,Tier-1,35-44,2,Pre-Update
705,2024-04-28,Web,Google Ads,Tier-1,18-24,4,Post-Update
706,2024-06-21,Android,YouTube,Tier-1,18-24,6,Post-Update
707,2024-05-01,Web,Instagram,Tier-1,25-34,5,Post-Update
708,2024-02-18,Android,YouTube,Tier-2,35-44,2,Pre-Update
709,2024-04-08,Web,Organic,Tier-2,25-34,4,Post-Update
710,2024-02-14,Android,Instagram,Tier-3,25-34,2,Pre-Update
711,2024-06-08,Web,Google Ads,Tier-3,35-44,6,Post-Update
712,2024-05-30,Android,Instagram,Tier-3,18-24,5,Post-Update
713,2024-01-24,iOS,Instagram,Tier-3,45+,1,Pre-Update
714,2024-03-22,Android,Organic,Tier-1,45+,3,Post-Update
715,2024-06-09,Android,Instagram,Tier-1,18-24,6,Post-Update
716,2024-03-03,Web,Instagram,Tier-2,25-34,3,Pre-Update
717,2024-04-18,Android,Google Ads,Tier-1,35-44,4,Post-Update
718,2024-01-05,iOS,YouTube,Tier-1,18-24,1,Pre-Update
719,2024-05-21,Android,Google Ads,Tier-2,45+,5,Post-Update
720,2024-06-13,iOS,Google Ads,Tier-3,45+,6,Post-Update
721,2024-01-07,Web,Google Ads,Tier-2,25-34,1,Pre-Update
722,2024-02-23,iOS,Instagram,Tier-2,18-24,2,Pre-Update
723,2024-01-13,Android,Google Ads,Tier-2,25-34,1,Pre-Update
724,2024-03-07,Android,Instagram,Tier-2,35-44,3,Pre-Update
725,2024-04-20,iOS,YouTube,Tier-1,25-34,4,Post-Update
726,2024-04-02,iOS,Instagram,Tier-1,18-24,4,Post-Update
727,2024-02-12,iOS,Instagram,Tier-3,18-24,2,Pre-Update
728,2024-02-10,iOS,Google Ads,Tier-1,25-34,2,Pre-Update
729,2024-05-06,Web,Organic,Tier-1,45+,5,Post-Update
730,2024-05-07,Web,Instagram,Tier-3,18-24,5,Post-Update
731,2024-06-19,iOS,Google Ads,Tier-3,35-44,6,Post-Update
732,2024-03-19,iOS,YouTube,Tier-1,45+,3,Post-Update
733,2024-04-04,iOS,Google Ads,Tier-2,25-34,4,Post-Update
734,2024-03-18,Web,Google Ads,Tier-2,45+,3,Post-Update
735,2024-01-11,iOS,Instagram,Tier-1,25-34,1,Pre-Update
736,2024-01-04,iOS,Instagram,Tier-2,35-44,1,Pre-Update
737,2024-01-09,Web,YouTube,Tier-3,18-24,1,Pre-Update
738,2024-06-19,iOS,Google Ads,Tier-1,35-44,6,Post-Update
739,2024-02-20,Web,YouTube,Tier-2,25-34,2,Pre-Update
740,2024-05-04,Android,Instagram,Tier-1,18-24,5,Post-Update
741,2024-06-05,iOS,Google Ads,Tier-2,18-24,6,Post-Update
742,2024-05-27,Android,YouTube,Tier-2,18-24,5,Post-Update
743,2024-01-20,Android,Organic,Tier-2,35-44,1,Pre-Update
744,2024-02-23,iOS,Google Ads,Tier-2,18-24,2,Pre-Update
745,2024-03-18,Web,Google Ads,Tier-2,18-24,3,Post-Update
746,2024-05-01,iOS,Instagram,Tier-3,18-24,5,Post-Update
747,2024-03-21,Android,Google Ads,Tier-3,35-44,3,Post-Update
748,2024-02-04,Web,Google Ads,Tier-1,25-34,2,Pre-Update
749,2024-01-06,Android,Instagram,Tier-1,45+,1,Pre-Update
750,2024-03-20,iOS,Instagram,Tier-1,35-44,3,Post-Update
751,2024-05-22,Android,Organic,Tier-3,45+,5,Post-Update
752,2024-05-28,Web,YouTube,Tier-3,25-34,5,Post-Update
753,2024-06-13,iOS,YouTube,Tier-1,25-34,6,Post-Update
754,2024-01-23,iOS,YouTube,Tier-2,35-44,1,Pre-Update
755,2024-06-10,Android,Google Ads,Tier-3,18-24,6,Post-Update
756,2024-04-03,Android,Instagram,Tier-3,35-44,4,Post-Update
757,2024-01-06,iOS,Instagram,Tier-1,18-24,1,Pre-Update
758,2024-05-19,iOS,Google Ads,Tier-3,25-34,5,Post-Update
759,2024-01-26,iOS,Instagram,Tier-3,25-34,1,Pre-Update
760,2024-06-28,iOS,YouTube,Tier-3,35-44,6,Post-Update
761,2024-04-06,iOS,YouTube,Tier-2,45+,4,Post-Update
762,2024-06-09,Android,Google Ads,Tier-2,25-34,6,Post-Update
763,2024-05-01,iOS,Google Ads,Tier-3,25-34,5,Post-Update
764,2024-04-17,Web,YouTube,Tier-3,35-44,4,Post-Update
765,2024-04-07,Android,Organic,Tier-1,25-34,4,Post-Update
766,2024-04-01,Android,Organic,Tier-1,18-24,4,Post-Update
767,2024-04-10,Web,Organic,Tier-1,35-44,4,Post-Update
768,2024-03-05,Android,Google Ads,Tier-1,35-44,3,Pre-Update
769,2024-06-15,Web,Organic,Tier-2,25-34,6,Post-Update
770,2024-02-13,Android,Google Ads,Tier-1,45+,2,Pre-Update
771,2024-04-13,Web,Google Ads,Tier-3,45+,4,Post-Update
772,2024-06-13,Android,YouTube,Tier-3,25-34,6,Post-Update
773,2024-05-13,iOS,Google Ads,Tier-3,25-34,5,Post-Update
774,2024-04-11,iOS,YouTube,Tier-2,25-34,4,Post-Update
775,2024-04-08,Web,Google Ads,Tier-2,35-44,4,Post-Update
776,2024-06-05,iOS,YouTube,Tier-2,35-44,6,Post-Update
777,2024-01-23,iOS,Organic,Tier-3,18-24,1,Pre-Update
778,2024-03-19,Web,Instagram,Tier-3,25-34,3,Post-Update
779,2024-06-19,Android,Organic,Tier-3,35-44,6,Post-Update
780,2024-02-03,Web,YouTube,Tier-1,35-44,2,Pre-Update
